,Tên Sách,Ảnh bìa,Thể loại,Tác giả,Nội dung tóm tắt,Giá bìa,Công ty phát hành,Ngày xuất bản,Kích thước,Loại bìa,Số trang,Nhà xuất bản,Dịch Giả,Phiên bản,Lưu ý,Thương hiệu,Xuất xứ thương hiệu,Xuất xứ,Chất liệu
42,Combo 3 Cuốn Cùng Khủng Long Học Nét Cơ Bản - Bé Gái,https://salt.tikicdn.com/cache/280x280/ts/product/c2/40/1a/54efb1c1ca0c9f5f891b1c216d17eb9d.jpg,Tô màu – luyện chữ,Runkids,"Cùng khủng long học các nét cơ bản là bộ sách dành cho trẻ từ 4- 6 tuổi, giúp các con luyện các nét cơ bản của số và chữ, để con tự tin vào lớp 1Bộ sách gồm 3 cuốn: Cùng khủng long học nét cơ bản –...",57000,Megabook,2019-05-01 00:00:00,19 x 27 cm,Bìa mềm,76,Nhà Xuất Bản Thanh Niên,,,,,,,
43,Arty Mouse - Cắt Dán (Học Tập Đầu Đời Thông Qua Mỹ Thuật),https://salt.tikicdn.com/cache/280x280/ts/product/7d/c0/a6/c1b97b90c4413eb48b1da7931bfd8b9b.jpg,Tô màu – luyện chữ,Mandy Stanley,"Việc vui chơi một cách sáng tạo là một phần quan trọng trong sự phát triển của con bạn. Do đó, hãy mang đến cho trẻ một sự khởi đầu thuận lợi với sự giúp đỡ của chuột Arty và những người bạn đầy màu s...",35000,Zenbooks,2020-12-01 00:00:00,21.6 x 28 cm,Bìa mềm,48,Nhà Xuất Bản Đà Nẵng,Nguyên Chính,,,,,,
44,Big Drawing Book - Cuốn Sách Khổng Lồ Vẽ Những Điều Nhỏ Bé,https://salt.tikicdn.com/cache/280x280/ts/product/ea/34/f4/b3d375fbf12c03fb5c2623f6a33a7835.jpg,Tô màu – luyện chữ,"Fiona Watt, Caroline Day, Josephine Thompson","Với Big drawing book - Cuốn sách khổng lồ vẽ những điều nhỏ bé, ước mơ làm họa sĩ của em chưa bao giờ dễ dàng đến thế. Chỉ cần làm theo từng bước rất đơn giản trong cuốn sách, em đã có thể vẽ được nhữ...",88000,Đinh Tị,2019-07-01 00:00:00,23.5 x 27.5,Bìa mềm,,,,,,,,,
45,Sticker Book - Giấy Dán & Tô Màu Công Chúa 2 - Lộng Lẫy (Tặng Kèm 4 Trang Sticker Dán Hình),https://salt.tikicdn.com/cache/280x280/ts/product/7c/e0/75/0fa4545056822cc4cb557531c946f143.jpg,Tô màu – luyện chữ,Minh Đạo,"Sticker book - Giấy gián & tô màu công chúa 2 - Lộng lẫy (tặng kèm 4 trang sticker dán hình)Thay quần áo cho các công chúa bằng cách:"" Dán giấy"" và ""Tô màu""Để tránh sự nhàm chán, bé vừa có thể vừa ...",27000,Nhà sách Minh Thắng,2020-02-02 00:00:00,13 x 19 cm,Bìa mềm,20,Nhà Xuất Bản Dân Trí,,,,,,,
46,200 Miếng Bóc Dán Thông Minh Phát Triển Chỉ Số Thông Minh Sáng Tạo CQ T2 - Dành Cho Trẻ 2-10 Tuổi (Tái Bản 2018),https://salt.tikicdn.com/cache/280x280/ts/product/49/70/ce/768f8c162ce2f3cc6905860faea3bc09.jpg,Tô màu – luyện chữ,"Ngọc Linh,Cung Huân","200 Miếng Bóc Dán Thông Minh Phát Triển Chỉ Số Thông Minh Sáng Tạo CQ T2 - Dành Cho Trẻ 2-10 Tuổi (Tái Bản 2018)Đây là cuốn sách được tuyển chọn và những trò chơi dán hình, giúp cho đôi tay của các e...",47200,Đinh Tị,,21 x 28.5 cm,Bìa mềm,,,,,,,,,
47,Sách - Tập tô viết VẦN - GHÉP VẦN (Giúp bé tự tin vào lớp 1),https://salt.tikicdn.com/cache/280x280/ts/product/66/2c/a5/f768d80166441efaaa352d80a17f82a0.jpg,Tô màu – luyện chữ,Vân Hương,"Từ mẫu giáo lên Tiểu học là bước tiến quan trọng, trẻ cần được trang bị một nền móng vững chắc ngay từ giai đoạn tiền tiểu học. Cha mẹ nên:- Rèn cho con kỹ năng tự phục vụ để thích nghi với môi trườn...",18000,Công Ty TNHH Sách và Thiết Bị Giáo Dục ID,2021-04-02 11:04:27,,Bìa mềm,36,Nhà Xuất Bản Đại Học Quốc Gia Hà Nội,,,,,,,
48,"Bộ Sưu Tập 200 Sticker - Tư Duy, Logic",https://salt.tikicdn.com/cache/280x280/ts/product/c5/4a/14/5e24a27f08b518c8a49f651e34468c0a.jpg,Tô màu – luyện chữ,Phan Minh Đạo,"Sau thành công từ các bộ sách trước, bộ sách ""200 STICKER"" là bộ sách tiếp theo thuộc TỦ SÁCH RÈN LUYỆN KỸ NĂNG CHO TRẺ TRƯỚC TUỔI ĐẾN TRƯỜNG"". Bộ sách được thiết kế đẹp mắt, sinh động. Các hình ảnh, ...",44500,Nhà sách Minh Thắng,2019-12-01 00:00:00,26x26cm,Bìa mềm,26,,,,,,,,
49,Nối Chấm - Tô Màu - Tập Đếm 02,https://salt.tikicdn.com/cache/280x280/ts/product/08/c4/d8/8329ed1d66bc308a267735d81797a6b4.jpg,Tô màu – luyện chữ,Award,Tô màu không chỉ giúp bé giải trí mà còn là cách để giúp bé phát triển toàn diện. Tại sao chúng ta không thử kết hợp hoạt động tô màu với các con số nhỉ? Khi bé đã biết phân biệt màu sắc và nhận định ...,20200,NXB Trẻ,2021-04-01 00:00:00,20 x 28 cm,Bìa mềm,20,NXB Trẻ,,,,,,,
50,Nối Chấm - Tô Màu - Tập Đếm 06,https://salt.tikicdn.com/cache/280x280/ts/product/f7/05/f5/d3c712faaec3679cba62a1588644ddfa.jpg,Tô màu – luyện chữ,Award,Tô màu không chỉ giúp bé giải trí mà còn là cách để giúp bé phát triển toàn diện. Tại sao chúng ta không thử kết hợp hoạt động tô màu với các con số nhỉ? Khi bé đã biết phân biệt màu sắc và nhận định ...,13950,NXB Trẻ,2021-04-01 00:00:00,20 x 28 cm,Bìa mềm,20,NXB Trẻ,,,,,,,
51,Nối Chấm - Tô Màu - Tập Đếm 07,https://salt.tikicdn.com/cache/280x280/ts/product/3c/64/34/6b8bcdeab6371487795f251df0ff46ae.jpg,Tô màu – luyện chữ,Award,Tô màu không chỉ giúp bé giải trí mà còn là cách để giúp bé phát triển toàn diện. Tại sao chúng ta không thử kết hợp hoạt động tô màu với các con số nhỉ? Khi bé đã biết phân biệt màu sắc và nhận định ...,14000,NXB Trẻ,2021-04-01 00:00:00,20 x 28 cm,Bìa mềm,20,NXB Trẻ,,,,,,,
52,Dán Hình Sáng Tạo Trang Phục Búp Bê 69N - Bộ Sưu Tập Mùa Đông (Tái Bản),https://salt.tikicdn.com/cache/280x280/ts/product/cf/d6/b9/69cf9d5921fa9982b13650b59178268c.jpg,Tô màu – luyện chữ,Usbone,"Các nàng công chúa qua đôi tay khéo léo cùng trí tưởng tượng phong phú của các bạn nhỏ sẽ dần được khoác lên mình những bộ trang phục xinh xắn, lộng lẫy, trang sức cầu kỳ, cùng kiểu tóc ngộ nghĩnh...E...",57800,Đinh Tị,2019-04-01 00:00:00,"20,5 x 26,3 cm",Bìa mềm,,,,,,,,,
53,Sách - TẬP TÔ VIẾT CHỮ CÁI (Giúp bé tự tin vào lớp 1),https://salt.tikicdn.com/cache/280x280/ts/product/a5/aa/cc/fd5e681e2c93ced603565570a521ee95.jpg,Tô màu – luyện chữ,Vân Hương," Sách - TẬP TÔ VIẾT CHỮ CÁI (Giúp bé tự tin vào lớp 1)Từ mẫu giáo lên Tiểu học là bước tiến quan trọng, trẻ cần được trang bị một nền móng vững chắc ngay từ giai đoạn tiền tiểu học. Cha mẹ nên:- Rèn...",16200,Công Ty TNHH Sách và Thiết Bị Giáo Dục ID,2021-04-02 08:53:04,,Bìa mềm,32,Nhà Xuất Bản Đại Học Quốc Gia Hà Nội,,,,,,,
54,Lớp Học Mật Ngữ: Trổ Tài Họa Sĩ (Tặng Kèm Poster),https://salt.tikicdn.com/cache/280x280/ts/product/a6/e0/a5/53ef927d07ea9c942d761a29145af24a.jpg,Tô màu – luyện chữ,Nhiều Tác Giả,"Lớp Học Mật Ngữ: Trổ Tài Họa Sĩ Nếu các bạn đã từng mê tít các trang tô màu cuối mỗi tập Lớp Học Mật Ngữ, thì đây sẽ là tập sách dành riêng cho bạn và những ai đam mê cầm bút vẽ. Cùng “giải mã” sách t...",40000,Báo Sinh Viên VN - Hoa Học Trò,2020-02-02 00:00:00,21 x 27.5 cm,Bìa mềm,32,Báo Sinh Viên VN - Hoa Học Trò,,,,,,,
55,Combo 8 Cuốn: Arty Mouse (Học Tập Đầu Đời Thông Qua Mỹ Thuật),https://salt.tikicdn.com/cache/280x280/ts/product/73/89/63/21a42a167918d5b6658f7da35aaeec7a.jpg,Tô màu – luyện chữ,Mandy Stanley,"Việc vui chơi một cách sáng tạo là một phần quan trọng trong sự phát triển của con bạn. Do đó, hãy mang đến cho trẻ một sự khởi đầu thuận lợi với sự giúp đỡ của chuột Arty và những người bạn đầy màu s...",324000,Zenbooks,,21.6 x 28 cm,Bìa mềm,340,Nhà Xuất Bản Đà Nẵng,Nguyên Chính,,,,,,
56,Sticker Dolly Dressing - Dán Hình Sáng Tạo Trang Phục Búp Bê - Cún Con,https://salt.tikicdn.com/cache/280x280/ts/product/02/44/4b/d9df617ba7d5e78d99ecf9e9a7c956f1.jpg,Tô màu – luyện chữ,Fiona Watt,Bộ sách Dán hình sáng tạo trang phục búp bê giúp bé thỏa sức sáng tạo ra các tác phẩm tuyệt đẹp.Các nàng búp bê qua đôi tay khéo léo cùng trí tưởng tượng phong phú của các bạn nhỏ sẽ dần được khoác l...,47200,Đinh Tị,,17 x 24 cm,Bìa mềm,34,Nhà Xuất Bản Thanh Niên,"Tranh: Lizzie Mackay, Thiết kế: Jodie Smith-Biên dịch: Minh Trang",,,,,,
57,Dán Hình Sáng Tạo Trang Phục Búp Bê - Chiếc Váy Cưới Mơ Ước,https://salt.tikicdn.com/cache/280x280/ts/product/35/ca/99/a8d07d0d6a824bca1d2d9457b2e6db97.jpg,Tô màu – luyện chữ,Usbone,Dán Hình Sáng Tạo Trang Phục Búp Bê - Chiếc Váy Cưới Mơ ƯớcBộ sách Dán hình sáng tạo trang phục búp bê giúp bé thỏa sức sáng tạo ra các tác phẩm tuyệt đẹp.Các nàng búp bê qua đôi tay khéo léo cùng trí...,58000,Đinh Tị,2019-05-01 00:00:00,20.5 x 26.3 cm,Bìa mềm,,,Tuấn Linh,,,,,,
58,Combo Trọn Bộ 2 Cuốn: Bộ Sách Tự Xóa Thông Minh - Bé Vào Mẫu Giáo + Bé Tập Tô Nét  (3- 5 Tuổi) - Tặng Bút Xóa,https://salt.tikicdn.com/cache/280x280/ts/product/1c/98/cb/279e624739d40f5eaa46deef0cf71d3d.jpg,Tô màu – luyện chữ,Nhiều Tác Giả,"Bé sẽ được làm quen với rất nhiều môn học hay, thế nhưng để tiếp cận mọi môn học một cách dễ dàng, bao giờ bé cũng cần học chữ trước để biết đọc và biết viết trước. Do đó, việc học chữ cái trước khi c...",160000,Tân Việt,2020-11-15 00:00:00,22.7 x 28 cm,Bìa cứng,,Nhà Xuất Bản Mỹ Thuật,Bích Lộc,,,,,,
59,Cùng Khủng Long Tập Viết Chữ Cơ Bản - Chữ Cái Tiếng Anh Viết Hoa - Quyển 4 - Sticker Bé Gái,https://salt.tikicdn.com/cache/280x280/ts/product/14/55/e6/9de587485ac239cf164e9f0bfe306c51.jpg,Tô màu – luyện chữ,Runkids,"Cùng Khủng long tập viết chữ cơ bản là bộ sách dành cho trẻ từ 4 - 6 tuổi, giúp các con tập viết thành thạo chữ cái tiếng Anh và tiếng Việt, cả viết hoa và viết thường....",26800,Megabook,2019-11-01 00:00:00,19 x 27 cm,Bìa mềm,32,Nhà Xuất Bản Thanh Niên,,,,,,,
60,Cùng Khủng Long Học Nét Cơ Bản Quyển 3 (Chữ Cái Đầu Tiên) Bé Trai,https://salt.tikicdn.com/cache/280x280/ts/product/35/f3/80/25e6422f56b1a1694fa5bc2e52c06edc.jpg,Tô màu – luyện chữ,Runkids,"Cùng khủng long học các nét cơ bản là bộ sách dành cho trẻ từ 4- 6 tuổi, giúp các con luyện các nét cơ bản của số và chữ, để con tự tin vào lớp 1Bộ sách gồm 3 cuốn: Cùng khủng long học nét cơ bản –...",24650,Megabook,2019-05-01 00:00:00,,Bìa mềm,32,,,,,,,,
61,Bé Tập Tô Màu (Tập 6) - Dành Cho Trẻ Từ 3 Đến 6 Tuổi,https://salt.tikicdn.com/cache/280x280/media/catalog/product/b/e/be-tap-to-mau-tap-6_1.jpg,Tô màu – luyện chữ,Nhiều Tác Giả,"Bé Tập Tô Màu (Tập 6) - Dành Cho Trẻ Từ 3 Đến 6 Tuổi Khoa học đã chứng minh, trí thông minh của trẻ có thể gia tăng với những bài tập kích thích trí não đúng mức. Tô màu là một trong những phương phá...",23500,Công Ty Cổ Phần Văn Hóa Đông A,2014-01-21 00:00:00,21 x 28.5 cm,Bìa mềm,31,,,,,,,,
62,Sách - Bé Khởi Đầu Tập Viết - Tâm Thế Và Hành Trang Vào Lớp 1,https://salt.tikicdn.com/cache/280x280/ts/product/c7/9e/bf/d60570dd5d247ff856afb689b4cd8cd4.jpg,Tô màu – luyện chữ,Vân Hương,"Tâm thế & hành trang vào lớp 1- BÉ KHỞI ĐẦU TẬP VIẾT là cuốn sách được biên soạn dựa trên nghiên cứu khởi đầu cho Tập viết chuẩn mực. Bé sẽ được tập tô - tập viết từ các nét cơ bản, chữ cái, chữ g...",64000,Công Ty TNHH Sách và Thiết Bị Giáo Dục ID,2020-04-01 02:07:14,,Bìa mềm,100,Nhà Xuất Bản Đại Học Quốc Gia Hà Nội,,,,,,,
63,Combo Luyện Viết Chữ Đẹp (4 Cuốn) - (Luyện Viết Chữ Đẹp Tập 1 + Luyện Viết Chữ Đẹp Tập 2 + Luyện Viết Chữ Đẹp Chữ Thường + Luyện Viết Chữ Đẹp Chữ Hoa),https://salt.tikicdn.com/cache/280x280/ts/product/37/2e/60/cbf6ae36fc2b3e26e801deefdcf835e3.jpg,Tô màu – luyện chữ,Thanh Hoài,Bộ sách Luyện viết chữ đẹp hướng dẫn các em viết chữ đẹp.Cha mẹ và các em hãy đón mua!...,54400,Huy Hoàng Bookstore,2020-01-03 00:00:00,17 x 24 cm,Bìa mềm,,Nhà Xuất Bản Mỹ Thuật,,,,,,,
64,Bộ Túi Tô Màu Cho Bé Tập Làm Họa Sĩ,https://salt.tikicdn.com/cache/280x280/ts/product/58/e7/c8/fccf47f7e079c4935d3e519ada574480.jpg,Tô màu – luyện chữ,Sao Bùi,"Bộ Túi Tô Màu Cho Bé Tập Làm Họa SĩNằm trong series sách dạy vẽ cho trẻ em .Quan tâm đến việc chỉ dẫn và bồi dưỡng những nét vẽ đầu tiên của trẻ nhỏ là điều hết sức cần thiết, bởi nó giúp thúc đẩy k...",75000,ANPHUOCBOOKS,2020-02-02 00:00:00,17 x 24 cm,Bìa mềm,,Nhà Xuất Bản Phụ Nữ,,,,,,,
65,Bộ vở viết xóa được 5 quyển - Tặng kèm 2 bút viết xóa màu ngẫu nhiên - Wipe clean,https://salt.tikicdn.com/cache/280x280/ts/product/4e/17/da/93171bada04f622328d4e0289e34e0e4.jpg,Tô màu – luyện chữ,Thanh Hương,"Bạn đang có con ở độ tuổi 3-5?Bạn muốn bé vừa học vừa chơi với sách + bút?Nhưng những sách giấy thường chỉ dùng được 1 lần, bé có thể hay nghịch làm ướt, làm bẩn, thậm chí làm rách vở.Bộ Vở viết xó...",95000,Việt Hà,,,,,Nhà Xuất Bản Hà Nội,,,,,,,
66,Bé Khởi Đầu Tập Viết - Tâm Thế & Hành Trang Vào Lớp 1,https://salt.tikicdn.com/cache/280x280/ts/product/ce/f1/83/b16d76608e9a6b4344c4953e3865be4e.jpg,Tô màu – luyện chữ,Vân Hương (Biên Soạn),"Tâm thế & hành trang vào lớp 1- BÉ KHỞI ĐẦU TẬP VIẾT là cuốn sách được biên soạn dựa trên nghiên cứu khởi đầu cho Tập viết chuẩn mực. Bé sẽ được tập tô - tập viết từ các nét cơ bản, chữ cái, chữ g...",57000,Công Ty TNHH Sách và Thiết Bị Giáo Dục ID,2020-06-11 11:32:23,,Bìa mềm,100,Nhà Xuất Bản Đại Học Quốc Gia Hà Nội,,,,,,,
67,Phía Sau Các Vĩ Nhân Là Đại Boss,https://salt.tikicdn.com/cache/280x280/ts/product/0e/99/a7/70547af160ac3d81a5f238a11b130bb0.jpg,Tô màu – luyện chữ,Sam Kalda,"Phía Sau Các Vĩ Nhân Là Đại BossCác boss mèo sang chảnh và kiêu kỳ chiếm lĩnh mạng xã hội chắc không còn là điều xa lạ, nhưng cho tới tận cách đây không lâu, việc yêu mèo vẫn bị coi là “lập dị”, là “...",62000,R.E.A.D Books,2019-02-18 17:29:09,<p>14.5 x 21 cm</p>,Bìa mềm,112,Nhà Xuất Bản Thế Giới,,,,,,,
68,"Combo Bóc Dán Thông Minh - Luyện Tay Thật Khéo, Luyện Mắt Thật Tinh (6 Cuốn)",https://salt.tikicdn.com/cache/280x280/ts/product/66/26/ce/1f4032f4d614b0b4a2b013fd7dccd3ec.jpg,Tô màu – luyện chữ,Nhiều Tác Giả,"Với những chủ đề quen thuộc như động vật, nông trại, nhà cửa, phương tiện giao thô, bộ sách ""Bóc dán thông minh"" (6 cuốn) là công cụ thú vị mà hữu ích giúp các bạn nhỏ khám phá thế giới xung quanh mìn...",163300,Đinh Tị,2020-02-03 00:00:00,<p>17 x 23 cm</p>,Bìa mềm,,Nhà Xuất Bản Thanh Niên,,,,,,,
69,"Sách - Bé Vui Học Toán - Làm Quen Số Đếm Từ 1 đến 10, Làm Quen Với Số Đếm Từ 11 đến 20, Phép Tính Từ 1 đến 10, Làm Quen Với Phép Tính Từ 1 đến 20, Bé Học So Sánh, Xem Giờ, Bé Nhận Biết Hình Dạng Và Toán Thông Minh, BÉ Làm Bài Tập Cuối Tuần - Dành Cho Bé Chuẩn Bị Vào Lớp 1",https://salt.tikicdn.com/cache/280x280/ts/product/42/10/2d/0f9a5fadaefdb64cd7d000346165d3ba.JPG,Tô màu – luyện chữ,Nhâm Nguyễn,"BỘ SÁCH BÉ VUI HỌC TOÁN – 8 cuốnToán học luôn là môn học đòi hỏi sự cẩn thận, tập trung cao. Với những bé chuẩn bị bước vào lớp 1, làm quen với toán là một bước cần thiết và quan trọng để bé không c...",99000,Công ty TNHH An Phước Books Việt Nam,,,Bìa mềm,15,Nhà Xuất Bản Phụ Nữ Việt Nam,,,,,,,
