,tên sách,ảnh bìa,thể loại,tác giả,nội dung tóm tắt,giá bìa,công ty phát hành,nhà xuất bản,ngày xuất bản,kích thước,loại bìa,số trang,dịch giả,path,phiên bản,thương hiệu,xuất xứ,xuất xứ thương hiệu
64,Thời Đại Lý Quang Diệu,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_195509_1_15679.jpg,NHÂN VẬT - SỰ KIỆN ,Thái Dụ Lâm,"
Thời đại Lý Quang Diệu
Lý Quang Diệu là người có công sáng lập, xây dựng và phát triển Singapore. Ông đã xây dựng nên một thời đại có pháp luật hoàn thiện, trọng dụng người có tài đức, tạo nên một đất nước có thành tích vượt trội trên rất nhiều lĩnh vực.
Tư tưởng của Lý Quang Diệu tiếp tục ảnh hưởng sâu sắc đến những thế hệ quản lý của Singapore, hình thành làn song cải cách mạnh mẽ đưa Singapore phát triển vượt bậc, vang danh khắp thế giới. 
",150.000 đ,,NXB Dân Trí,2019,16 x 24 cm,Bìa Mềm,444,,https://www.fahasa.com/thoi-dai-ly-quang-dieu.html,,,,
65,Di Sản Hồ Chí Minh - Hành Trình Theo Chân Bác (Tái Bản 2021),https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_237825.jpg,NHÂN VẬT - SỰ KIỆN ,Trần Đức Tuấn,"
Hành trình của đoàn làm phim “Hồ Chí Minh – Một hành trình” lần theo hành trình tìm đường cứu nước suốt hơn 30 năm của Bác.
Câu chuyện “ngày ấy” của Bác và chuyện “bây giờ” của đoàn làm phim được xen kẽ, lồng ghép vào nhau, tạo ra độ phong phú, sinh động và hấp dẫn. Vì thế, sách không chỉ lùi về quá khứ cách đây gần một thế kỷ như một bộ phim tài liệu lịch sử, mà còn tua nhanh đến hiện tại để tìm hiểu về những đất nước xa xôi như một phóng sự “thế giới đó đây”. Độc giả sẽ có một chuyến du lịch đến 16 nước và vùng lãnh thổ khắp thế giới để hiểu thêm về đất nước, con người nơi đó, để từ đó hiểu rõ hơn bối cảnh câu chuyện của Bác.
Với độ từng trải và am hiểu của một người đi rất nhiều, đã từng đi tàu thủy từ vùng biển Caribean đến Hắc Hải, đã từng đi xe lửa xuyên Siberia từ Moskva đến Vladivostok, tác giả chia sẻ được bối cảnh lịch sử và cảm xúc của người xưa trên những dặm đường cứu nước. Ông vừa có cái nhìn thâm trầm, cách tiếp cận và sử dụng thông tin cẩn thận, chỉnh chu của một người có tuổi, vừa có những cảm xúc dạt dào của một người trẻ.
Sách có nhiều hình ảnh minh họa, đa số được chụp trong những hành trình theo chân Bác trong thời gian gần đây và mười bản đồ vạch rõ lộ trình của Bác. 
",125.000 đ,,NXB Trẻ,2021,20.5 x 13 x 1.5 cm,Bìa Mềm,351,,https://www.fahasa.com/dshcm-hanh-trinh-theo-chan-bac.html,,,,
66,Chuyện Về Kì Họp Thứ Nhất (Tập 2),https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/9/7/9786045846681.jpg,NHÂN VẬT - SỰ KIỆN ,Nhiều Tác Giả,"
		    Chuyện Về Kì Họp Thứ Nhất (Tập 2) Cuộc họp đầu tiên của Chính phủ lâm thời nước Việt Nam Dân chủ Cộng hòa sau ngày độc lập tại Bắc Bộ phủ (3-9-1945) đã mở đầu quá trình chuẩn bị cho cuộc phổ thông đầu phiếu gấp rút được thực hiện trong khoảng thời gian gần 4 tháng. Đó cũng là lần đầu tiên trong lịch sử hàng ngàn năm trên đất nước vừa hồi sinh, “hễ là những người muốn lo việc nước thì đều có quyền ra ứng cử, hễ là công dân thì đều có quyền đi bầu cử. Không chia gái trai, giàu nghèo, tôn giáo, nòi giống, giai cấp, đảng phái, hễ là công dân Việt Nam thì đều có hai quyền đó” .Từ cuộc Tổng tuyển cử ngày 6 tháng 1 năm 1946, Quốc hội - cơ quan quyền lực cao nhất của nước Việt Nam Dân chủ Cộng hòa đã ra đời, đánh dấu bước nhảy vọt về thể chế dân chủ của nước Việt Nam mới. Trong Diễn văn khai mạc Kỳ họp thứ nhất Quốc hội khóa I nước Việt Nam Dân chủ Cộng hòa, Chủ tịch Hồ Chí Minh đã đúc rút rằng: “Cuộc Quốc dân đại biểu đại hội này là lần đầu tiên trong lịch sử của nước Việt Nam ta. Nó là một kết quả của cuộc Tổng tuyển cử ngày 6 tháng 1 năm 1946, mà cuộc Tổng tuyển cử lại là cái kết quả của sự hy sinh, tranh đấu của tổ tiên ta, nó là kết quả của sự đoàn kết anh dũng phấn đấu của toàn thể đồng bào Việt Nam ta, sự đoàn kết của toàn thể đồng bào không kể già trẻ, lớn bé, gồm tất cả các tôn giáo, tất cả các dân tộc trên bờ cõi Việt Nam đoàn kết chặt chẽ thành một khối hy sinh không sợ nguy hiểm tranh lấy nền độc lập cho Tổ quốc”. Ngày 5-1-1946, Người ra Lời kêu gọi quốc dân đi bỏ phiếu với lý lẽ “Ngày mai, là một ngày vui sướng của đồng bào ta, vì ngày mai là ngày Tổng tuyển cử, vì ngày mai là một ngày đầu tiên trong lịch sử Việt Nam mà nhân dân ta bắt đầu hưởng dụng quyền dân chủ của mình” . Người hy vọng ngày mai sẽ có những đại biểu có mặt trong thành phần Quốc hội sau cuộc Tổng tuyển cử sao cho xứng đáng với niềm tin yêu, sự phó thác trách nhiệm cao cả của quốc dân lên đôi vai mình mà “ra sức giữ vững nền độc lập của Tổ quốc, ra sức mưu sự hạnh phúc cho đồng bào”, phải biết lấy lợi ích của quốc gia, dân tộc làm lợi ích cao nhất, thiêng liêng nhất.Kết quả cuộc bầu cử ngày 6 tháng 1 năm 1946 diễn ra thật tốt đẹp như mong muốn của Người. 70 năm đã trôi qua, nhưng ngày bầu cử Quốc hội 6 tháng 1 năm 1946 - ngày khai mở cho lịch sử lập hiến nước Việt Nam độc lập, tự do vẫn mãi mãi lắng sâu trong ký ức dân tộc. Những thế hệ người Việt Nam 70 năm qua và thế hệ tiếp nối mãi mãi lưu giữ hình ảnh Chủ tịch Hồ Chí Minh - Người đứng đầu Chính phủ lâm thời của nước Việt Nam mới, người lĩnh trách nhiệm cao nhất trong việc đề xướng và chỉ đạo tổ chức cuộc Tổng tuyển cử lịch sử, Người cũng là hiện thân của nền dân chủ cộng hòa.Những câu chuyện về ngày bầu cử đầu tiên ấy đã trải qua 70 năm nhưng vẫn được lưu truyền, được kể để nhớ mãi, như cách vua Trần Nhân Tông xưa làm “Người lính già đầu bạc; Kể mãi chuyện Nguyên Phong” … 
",40.000 đ,,NXB Tổng hợp TP.HCM,2016,19 x 12 x 0.5 cm,Bìa Mềm,164,,https://www.fahasa.com/chuyen-ve-ki-hop-thu-nhat-tap-2.html,,,,
67,Những Bộ Óc Và Những Ý Tưởng Vĩ Đại,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_195509_1_17251.jpg,NHÂN VẬT - SỰ KIỆN ,Will Durant,"
Nếu một người may mắn thì trước khi chết anh ta sẽ thu thập được tối đa di sản khai hóa của anh ta và truyền lại cho các con của mình. Và trong hơi thở cuối cùng anh ta sẽ biết ơn di sản vô tận này, biết rằng nó là bà mẹ nuôi dưỡng chúng ta và cuộc sống dài lâu của chúng ta.
-- Will Durant --
Đứng trước một con người bỏ ra hơn một nửa thế kỷ để nghiên cứu rồi viết một bộ sử trọn vẹn mười một tập về văn minh, thì lẽ tự nhiên ai cũng muốn biết những tổng kết gì ông ta đã rút ra từ công trình của mình; muốn biết những kỷ nguyên nào, những cá nhân nào, và những thành tựu nào được coi là vĩ đại nhất hay ý nghĩa nhất hiện rõ trong tâm trí ông ta.
Trải dài qua sự nghiệp của mình, Durant đáp ứng đòi hỏi ngày càng nhiều của công chúng muốn có những đánh giá đầy thẩm quyền như thế bằng cách biên soạn một chuỗi luận văn chứa đựng sự xếp hạng của riêng ông, như “Mười nhà tư tưởng vĩ đại nhất”, “Mười thi sĩ vĩ đại nhất” “Một trăm cuốn sách hay nhất để tự học”, “Mười đỉnh cao của tiến bộ con người”, “Mười hai niên đại quan trọng nhất trong lịch sử thế giới”. Một số luận văn này được công bố trong các tạp chí định kỳ; một số khác được trình bày trong những buổi thuyết trình đông nghẹt người nghe. Tuy nhiên, nếu bạn không tình cờ mua được các tạp chí đó, hay may mắn được tham dự một trong những buổi thuyết trình đó, bạn sẽ không thể biết được các tổng kết của ông về những vấn đề này. Rất may là tất cả các luận văn này đã được tập hợp lại trong Những bộ óc và những ý tưởng vĩ đại nhất mọi thời đại.
Quả thực, Durant được biết đến như một “triết gia dịu dàng” và “vị thánh cấp tiến”, vì ông luôn tìm cách trình bày những thành tựu tích cực trong các biến cố con người và lịch sử. Nói ngắn gọn, Durant chọn dùng ngòi bút để rọi sáng những đỉnh cao kỳ vĩ trong lịch sử của chủng loài chúng ta.
Những bộ óc và những ý tưởng vĩ đại nhất mọi thời đại là cuốn sách chứa đựng những điều tuyệt vời của di sản chúng ta được truyền trao vì sự khai trí và ích lợi của các thế hệ tương lai, đầy sự thông tuệ và sắc sảo của Durant, và khả năng độc đáo lý giải đến tận sâu thẳm các biến cố và ý tưởng bằng những từ ngữ giản dị và kích thích. Nó là cuốn sách vừa là một dẫn nhập tuyệt vời vào các trước tác của Will Durant vừa là một đúc kết, một sự định lượng về thiên tài, một cuốn cẩm nang du hành vào những điểm dừng chân bắt buộc trong hành trình chiêm ngưỡng phong cảnh lịch sử con người. 
",115.000 đ,,NXB Khoa Học Xã Hội,2019,12 x 20 cm,Bìa Mềm,194,,https://www.fahasa.com/nhung-bo-oc-va-nhung-y-tuong-vi-dai.html,,,,
68,Nước Mỹ Nổi Giận - Cuộc Chia Rẽ Chính Trị Sâu Sắc,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_241187.jpg,NHÂN VẬT - SỰ KIỆN ,Alison Dagnes,"
Cuốn sách gồm 06 chương, phân tích truyền thông chính trị Mỹ trong thế giới phân cực, nguyên nhân sụp đổ không gian giữa chính trị và văn hóa, được kích thích bởi các phương tiện truyền thông; tác giả nỗ lực giải thích cơn bão tiền bạc, công nghệ và tinh thần đảng phái đã tạo ra hai thái cực thông tin hoàn toàn tách biệt, dẫn đến việc hình thành hai phe phái chính trị bất đồng quan điểm. Cuốn sách là nguồn tài liệu tham khảo hữu ích cho độc giả quan tâm đến vấn đề này. Độc giả có thể tham khảo sách tại Thư viện Quốc gia và thư viện các tỉnh, thành phố trong cả nước. 
",127.000 đ,,NXB Chính Trị Quốc Gia Sự Thật,2020,24 x 16 cm,Bìa Mềm,396,,https://www.fahasa.com/nuoc-my-noi-gian-cuoc-chia-re-chinh-tri-sau-sac.html,,,,
69,Di Sản Hồ Chí Minh - Di Chúc Của Bác Hồ - Một Giáo Trình Tiếng Việt Độc Đáo (Tái Bản),https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/n/x/nxbtre_full_20572019_025743_1.jpg,NHÂN VẬT - SỰ KIỆN ,Dương Thành Truyền,"
Di Sản Hồ Chí Minh - Di Chúc Của Bác Hồ - Một Giáo Trình Tiếng Việt Độc Đáo
Sách  khảo sát các trường hợp Bác Hồ tự sửa chữa trong quá trình viết Di chúc nhằm tìm hiểu việc sử dụng ngôn ngữ của Người, để từ đó rút ra những bài học thực tiễn về các trường hợp nói và viết có hiệu lực. 
",65.000 đ,,NXB Trẻ,2019,14 x 20,Bìa Cứng,132,,https://www.fahasa.com/di-san-ho-chi-minh-di-chuc-cua-bac-ho-mot-giao-trinh-tieng-viet-doc-dao.html,,,,
70,Bác Hồ Viết Tuyên Ngôn Độc Lập,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_244718_1_65.jpg,NHÂN VẬT - SỰ KIỆN ,Kiều Mai Sơn,"
Cuốn sách Bác Hồ Viết Tuyên Ngôn Độc Lập dựng lại thời điểm lịch sử ngắn nhưng rất quan trọng trong Cách mạng Tháng Tám 1945, thời điểm Bác Hồ viết bản Tuyên ngôn Độc lập khai sinh nước Việt Nam Dân chủ Cộng hoà. Tác giả Kiều Mai Sơn đã dày công thu thập, tìm hiểu, phân loại và đối chiếu các nguồn tài liệu để có thể có được những tư liệu chi tiết, cụ thể, xác tín về bản Tuyên ngôn Độc lập do Chủ tịch Hồ Chí Minh khởi thảo và hoàn thiện. Đó là tư liệu của những người được sống, làm việc cùng Chủ tịch Hồ Chí Minh viết lại hay kể lại như hồi kí Vũ Đình Hòe, hồi kí Trần Huy Liệu, hồi kí Võ Nguyên Giáp, hồi kí Lê Thanh Nghị…
Với “Bác Hồ viết Tuyên ngôn Độc lập”, tác giả đã đặt văn bản Tuyên ngôn Độc lập vào trong tư duy nhất quán của Bác Hồ trong suốt quá trình đi tìm đường cứu nước. Đó là quá trình thống nhất và bền bỉ từ Bản yêu sách của nhân dân An Nam (1919) gồm 8 điểm và, Bản án chế độ thực dân Pháp (1925). Tiến sĩ Tonnesson, nhà sử học Na Uy, khi nghiên cứu về lịch sử Cách mạng tháng Tám 1945 của Việt Nam và Chủ tịch Hồ Chí Minh đã đánh giá: ""Tuyên ngôn Độc lập ngày mồng 2 tháng 9 năm 1945 của Việt Nam nằm trong nguồn cảm hứng chủ yếu của một đường lối đấu tranh lớn, ra đời sau Chiến tranh Thế giới thứ hai: Đó là quá trình giành độc lập dân tộc trên phạm vi toàn cầu.”
Cũng qua các tài liệu mà tác giả tìm thấy, chúng ta được biết, Bác Hồ đã tìm đọc nguyên bản Tuyên ngôn Độc lập của nước Mĩ khi còn ở chiến khu Việt Bắc. Sau khi soạn thảo Người cho đọc và tham khảo ý kiến của các thành viên Chính phủ lâm thời là những trí thức uy tín trước khi hoàn thiện. Đó là minh chứng rõ ràng cho tác phong làm việc khoa học của Người, cũng như thái độ cầu thị, trọng thị trí thức của Người.
“Qua hồi tưởng của Tổng Bí thư Trường Chinh và hồi kí của Đại tướng Võ Nguyên Giáp: Khi bản Tuyên ngôn lịch sử được thảo xong, Chủ tịch Hồ Chí Minh đã cho đọc để thông qua tập thể và đó là những giờ phút nhiều cảm xúc nhất của Người.”
 “Tuyên ngôn Độc lập từ sản phẩm trí tuệ của một cá nhân đứng đầu Chính phủ đã trở thành tiếng nói đại diện cho toàn thể đất nước Việt Nam tuyên bố với toàn thể thế giới về nền Độc lập bất khả xâm phạm của dân tộc Việt Nam.”
Đọc “Bác Hồ viết Tuyên ngôn Độc lập”, bạn đọc ngày nay có được một bức tranh sống động và cụ thể về Ngày Quốc khánh 2.9 tại Quảng trường Ba Đình 76 năm về trước. Tuyên ngôn Độc lập sau khi được Chủ tịch Hồ Chí Minh đọc trước quốc gia đồng bào đã được dịch ra tiếng Anh, tiếng Pháp… để công bố với toàn thế giới vê việc khai sinh nước Việt Nam Dân chủ Cộng hòa – Nhà nước dân chủ nhân dân đầu tiên ở Đông Nam Á.
“Bác Hồ viết Tuyên ngôn Độc lập” là cuốn sách ý nghĩa góp phần tìm hiểu văn bản chính luận Tuyên ngôn Độc lập của Chủ tịch Hồ Chí Minh, giúp người đọc hiểu sâu sắc thêm về một thời điểm lịch sử trọng đại của dân tộc Việt Nam. Nhà xuất bản Kim Đồng tin rằng: Cuốn sách sẽ là nguồn tham khảo giá trị dành cho thầy cô giáo cũng như các em học sinh đáp ứng nhu cầu dạy và học trong Nhà trường. 
",40.000 đ,,NXB Kim Đồng,2021,19 x 13 cm,Bìa Mềm,160,,https://www.fahasa.com/bac-ho-viet-tuyen-ngon-doc-lap.html,,,,
71,Hồ Chí Minh - Sự Thống Nhất Cuộc Sống Và Nghệ Thuật,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_195509_1_35613.jpg,NHÂN VẬT - SỰ KIỆN ,TS Nguyễn Thanh Tú,"
		    Hồ Chí Minh - Sự Thống Nhất Cuộc Sống Và Nghệ Thuật		    
",125.000 đ,,NXB Công An Nhân Dân,2020,20.5 x 14.5 cm,Bìa Mềm,320,,https://www.fahasa.com/ho-chi-minh-su-thong-nhat-cuoc-song-va-nghe-thuat.html,,,,
72,Kể Chuyện Bác Hồ - Tập 7,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_195509_1_32390.jpg,NHÂN VẬT - SỰ KIỆN ,Trần Văn Thắng,"
		    Kể Chuyện Bác Hồ - Tập 7		    
",65.000 đ,,NXB Giáo Dục Việt Nam,2016,14.3 x 20.3 cm,Bìa Mềm,320,,https://www.fahasa.com/ke-chuyen-bac-ho-tap-7-158732.html,,,,
73,Hồ Chí Minh Chân Dung Và Di Sản,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/9/7/9786045862780_1.jpg,NHÂN VẬT - SỰ KIỆN ,Phan Văn Hoàng,"
Hồ Chí Minh Chân Dung Và Di Sản
Chủ tịch Hồ Chí Minh cống hiến trọn đời mình cho sự nghiệp cách mạng Việt Nam và cho công cuộc giải phóng các dân tộc bị áp bức trên toàn thế giới.
Tư tưởng vĩ đại, đạo đức tuyệt vời cũng như cuộc đời hoạt động sôi nổi của Người là nguồn cảm hứng vô tận cho rất nhiều nhà khoa học, nhà văn, nhà báo, nhà hoạt động chính trị, tôn giáo trong nước cũng như ở nước ngoài.
Nhân kỷ niệm lần thứ 127 năm ngày sinh của Chủ tịch Hồ Chí Minh (1890 - 2017), chúng tôi xin trân trọng giới thiệu với quý độc giả tuyển tập Hồ Chí Minh - Chân dung và Di sản gồm những bài viết tâm đắc của các giáo sư, tiến sĩ, nhà nghiên cứu, tướng lĩnh... viết về Hồ Chủ tịch.
Nội dung cuốn sách được chia thành hai phần: Chân dung Hồ Chí Minh và Di sản Hồ Chí Minh. Hai phần có mối quan hệ hữu cơ với nhau, nên sự phân chia chỉ mang tính tương đối: chân dung Hồ Chí Minh cũng là một di sản quý báu mà Người để lại cho dân tộc ta, và ngược lại, di sản Hồ Chí Minh càng làm cho chân dung của Người thêm phần rực rỡ.
 
",115.000 đ,,NXB Tổng hợp TP.HCM,05-2017,23 x 15,Bìa Mềm,407,,https://www.fahasa.com/ho-chi-minh-chan-dung-va-di-san.html,,,,
74,Kỷ Niệm Thời Thơ Ấu,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/k/y/kyniemthoithoau_1.jpg,NHÂN VẬT - SỰ KIỆN ,Hoàng Thị Thế,"
Kỷ Niệm Thời Thơ Ấu
Hồi ký con gái Hoàng Hoa Thám dịch từ nguyên bản viết tay bằng tiếng Pháp
Hoàng Hoa Thám tức Đề Thám, một trong những gương mặt quan trọng nhất của lịch sử Việt Nam trong cuộc xung  đột với Pháp, ông để lại một nguời con gái, Hoàng Thị Thế đã có một vận mệnh khác thường, cùng một người con trai sinh năm 1908, Hoàng Hoa Phồn, còn có tên Hoàng Bùi Phồn hay Hoàng Văn Vi, đã qua đời năm 1945.
Sinh ngày 31-3-1901 ở Phồn Xương, Hoàng Thế được hứa hôn với một người con của hoàng  đế Trung Hoa lúc lên ba. Tháng 6 năm 1909, bà cùng mẹ bị người Pháp bắt. Lúc đầu được Bouchet nhận trông nom, sau giao cho nhà tư sản Nguyễn Hữu Thu ở Hải Phòng chăm sóc. Sau khi theo học trường Tây ở Bắc kỳ, bà bị đưa sang Pháp năm 1917 . Bà được Albert Sarraut (Toàn quyền Đông Dương) nhận làm con nuôi, và cho theo học ở trường nội trú Jeanne D’Arc  ở Biarritz. Bà lấy tên là Marie Beatrice Destham.
Năm 1925, học xong tú tài phần một, bà  được đưa về Việt Nam làm thủ thư ở Phủ Thống sứ Bắc Kỳ. Năm 1927, bà được đưa trở lại Pháp. Trở lại Paris, Albert Sarraut giới thiệu bà như là công chúa. Tổng thống nước Cộng hòa Paul Doumer, trở thành người cha đỡ đầu và cấp cho bà một khoản trợ cấp gây nên nhiều tranh cãi. Năm 1930, bà bắt đầu đóng phim. Vai diễn đầu tiên là vai một công chúa Trung Hoa tên là Li-Ti trong phim La Lettre (Bức thư) do hãng Paramout sản xuất tại Paris. Năm 1931 bà kết hôn với ông Robert Bourgès – người Pháp gốc Bỉ, sinh được một con trai là Jean Marie Bourgès (1935), bà tiếp tục có các vai diễn trong các phim  La donna Bianca (1931),  Le secret de l’émeraude (1935).
Năm 1940 bà ly hôn. Năm 1959, bà được Tổng thống Ngô Đình Diệm, người kế nhiệm vua Bảo  Đại, mời về Sài Gòn. Trong một chuyến công cán sang Paris, người em dâu của tổng thống, bà Ngô Đình Nhu, định thuyết phục bà trở về, nhưng không có kết quả.
Khoảng năm 1960-1961 Bà quyết định trở về Hà Nội với sự giúp đỡ của Phan Kế Toại, Phó Thủ tướng nước Việt Nam Dân Chủ Cộng Hòa, vì thấy đây là một lợi thế về chính trị với danh nghĩa Đề Thám.
Ban đầu bà về sống ở Hà Bắc. Năm 1974, bà về Hà Nội và sống tại phòng 31, khu tập thể Văn chương.
Kỷ niệm thời thơ ấu, được viết năm 1963 tại Hà Bắc (nay là Bắc Ninh và Bắc Giang). Đây là những dòng hồi ức chân thực về tuổi thơ về cuộc sóng gió của gia đình, đánh dấu những giai đoạn đấu tranh và trốn tránh trong núi rừng Yên Thế. 
TÁC GIẢ:
Hoàng Thị Thế (1901-1988) 
con gái thủ lĩnh nghĩa quân Yên Thế Hoàng Hoa Thám. Mẹ là Đặng Thị Nho, tục gọi là bà Ba Cẩn, vợ ba đồng thời là cộng sự của thủ lĩnh Đề Thám. Năm 1909 bà cùng mẹ bị bắt trong chiến dịch tấn công cuối cùng của quân Pháp vào Yên Thế. Mẹ bà bị kết án đày sang đảo Guyanne (Nam Mỹ) thuộc Pháp, rồi qua đời vì bệnh lao ở trại cách ly Alger trên đường đi, ngày 25-11-1910.
Năm 16 tuổi (1917) Hoàng Thị Thế được Albert Sarraut, Toàn quyền Đông Dương lúc bấy giờ đưa sang Pháp. Năm 1931 bà lấy người chồng Pháp tên là Robert Bourgès. Năm 1932, bà là người sơ cứu đầu tiên cho cha đỡ đầu, Paul Doumer, Tổng thống Cộng hòa Pháp bị ám sát.
Năm 1961, bà về sống ở Việt Nam. Hồi ký Kỷ niệm thời thơ ấu  được bà viết ở Hà Bắc năm 1963. 
",85.000 đ,,NXB Khoa Học Xã Hội,10-2017,14 x 20.5,Bìa Mềm,200,,https://www.fahasa.com/ky-niem-thoi-tho-au.html,,,,
75,Hồ Chí Minh Đồng Hành Cùng Dân Tộc,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/9/7/9786045862759.jpg,NHÂN VẬT - SỰ KIỆN ,GS. TS. Mạch Quang Thắng,"
Hồ Chí Minh Đồng Hành Cùng Dân Tộc
Hồ Chí Minh là một nhân vật lịch sử hấp dẫn cho những ai quan tâm nghiên cứu. Những ý kiến nhận xét về Hồ Chí Minh cũng đã nhiều và không ít những ý kiến khác nhau.
Cho đến nay, những công trình khoa học đã được công bố liên quan đến nhân vật Hồ Chí Minh ở trong và ngoài nước rất nhiều. Nhưng, tôi thấy không ít trong số đó viết chưa thật đúng, thậm chí vô tình hay cố ý xuyên tạc.
Là người trong nhiều năm để tâm nghiên cứu Hồ Chí Minh, tôi đã có một số sách, bài viết được công bố ở một số nhà xuất bản và trên một số tạp chí khoa học. Không phải tất cả các luận điểm, nhận định tôi nêu trong các sách và tạp chí đều đúng. Nay đọc lại vẫn muốn bổ sung, sửa chữa cho đúng hơn.
Lần này, tôi cho đăng một số bài viết của tôi về Hồ Chí Minh, mong góp thêm một số vấn đề trong nghiên cứu về ông.
Viết về nhân vật Hồ Chí Minh thật không đơn giản, vì có nhiều tài liệu về ông, liên quan tới ông, tôi chưa có đủ, và có lẽ có nhiều vấn đề không thể có tài liệu nào để chứng minh, để làm sáng tỏ.
 
",75.000 đ,,NXB Tổng hợp TP.HCM,05-2017,24 x 16,Bìa Mềm,270,,https://www.fahasa.com/ho-chi-minh-dong-hanh-cung-dan-toc.html,,,,
