,loại sản phẩm,nhà xuất bản,phiên bản,nội dung tóm tắt,ngày xuất bản,tác giả,loại bìa,dịch giả,giá bìa,ảnh bìa,dịch giả.1,tên sách,công ty phát hành,nhà xuất bản.1,thể loại,kích thước,nhà phát hành,số trang
42,,,,"Nhân Tố Enzyme - Trẻ Hóa (Tái Bản)Trên thế giới này, không có ai trẻ hơn tuổi thực của mình cả. Có chăng chỉ là người đúng với tuổi thực và người già hơn tuổi thực mà thôi.Nói ca...",,"Giáo Sư - Bác Sĩ: Hiromi Shinya, MD",,,234000.0,https://salt.tikicdn.com/cache/280x280/ts/product/d1/33/27/6728d1b641681ff85de1c913e78c40f2.jpg,,Combo Nhân Tố Enzyme - Trẻ Hóa (Tái Bản) + Nhân Tố Enzyme - Minh Họa (Tái Bản) + Nhân Tố Enzyme - Thực Hành (Tái Bản),Thái Hà,,Chăm sóc sức khỏe ,18x26x5,,565.0
43,,,,"Sức Mạnh Từ Bên Trong Nội dung sách gồm các phần: - Thanh lọc các bộ phận cơ thể - Ăn uống lành mạnh cho các tế bào được đổi mới và phát triển - Tâm trí lành mạnh bằng cách thực hành Thiền, võ thu...",2015-03-22 00:00:00,Võ Hữu Hiếu Đức,Bìa mềm,,31400.0,https://salt.tikicdn.com/cache/280x280/media/catalog/product/i/m/img982.u335.d20160425.t141218.jpg,,Sức Mạnh Từ Bên Trong,Công ty TNHH TM & DV Văn Hóa Hương Trang,,Chăm sóc sức khỏe ,13 x 19 cm,,158.0
44,,,,"Truyện Cổ Tích, Sự Tích Việt Nam Hay Nhất - Sự Tích Bánh Chưng Bánh Dày Cuốn sách Truyện Cổ Tích, Sự Tích Việt Nam Hay Nhất - Sự Tích Bánh Chưng Bánh Dày bao gồm các nội dung chính sau: - Sự tích Vi...",2013-06-30 00:00:00,Đức Trí (sưu tầm),Bìa mềm,,15000.0,https://salt.tikicdn.com/cache/280x280/media/catalog/product/i/m/img989.u2487.d20160913.t085515.345426.jpg,,"Truyện Cổ Tích, Sự Tích Việt Nam Hay Nhất - Sự Tích Bánh Chưng Bánh Dày",Công Ty TNHH TM - DV Chính Thông,,Chăm sóc sức khỏe ,13 x 19 cm,,143.0
45,,,,Cẩm Nang Nấu Ăn Đặc Biệt Dành Cho Phụ Nữ Sau Khi Sinh Phụ nữ sau khi sinh thường gặp phải rất nhiều vấn đề phức tạp cả về thể chất lẫn tinh thần. Để khôi phục sức khỏe sau quá trình vượt cạn khó khăn...,2013-12-19 00:00:00,Hồ Đăng Thanh Ngọc,Bìa mềm,,48100.0,https://salt.tikicdn.com/cache/280x280/media/catalog/product/c/a/cam_nang_nau_an_dac_biet_danh_cho_phu_nu_sau_khi_sinh.jpg,,Cẩm Nang Nấu Ăn Đặc Biệt Dành Cho Phụ Nữ Sau Khi Sinh,Đinh Tị,,Chăm sóc sức khỏe ,17 x 25 cm,,112.0
46,,,,"Ăn Để Sướng Hay Ăn Để Sợ - Tập 2, tác giả Vũ Thế Thành Cuốn sách được viết dành cho những người ăn để sống, nhưng lúc rủng rỉnh tiền, cũng dám ăn để ... sướng. Dù ăn để sống hay ăn để sướng thì cũng p...",2019-04-08 09:55:18,Vũ Thế Thành,Bìa mềm,,99000.0,https://salt.tikicdn.com/cache/280x280/ts/product/58/4b/34/5c8083eedca91bd39201e3bb72ffa997.jpg,,Ăn Để Sướng Hay Ăn Để Sợ ? - Tập 2,NES Books,,Chăm sóc sức khỏe ,"13x20,5 cm",,226.0
47,,,,Món Ăn Có Ích Cho Người Bệnh Viêm Khớp Viêm khớp là căn bệnh phổ biến và chưa có thuộc đặc trị. Ngoài việc dùng thuốc cần kết hợp chế độ ăn uống phù hợp để bệnh không tiến triển thêm. Để chữa và phò...,2014-10-20 00:00:00,Đinh Công Bảy,Bìa mềm,,37800.0,https://salt.tikicdn.com/cache/280x280/media/catalog/product/m/o/mon-an-co-ich-cho-nguoi-bi-viem-khop.jpg,,Món Ăn Có Ích Cho Người Bệnh Viêm Khớp,NXB Phụ Nữ Việt Nam,,Chăm sóc sức khỏe ,16 x 24 cm,,143.0
48,,,," Bạn muốn sống lâu sống khỏe thì không thể bỏ qua combo sách nàyNhân Tố Enzyme - Phương Thức Sống Lành MạnhTừ kết quả lâm sàng khi tiến hành kiểm tra dạ dày của hơn 300.000 người, bác sĩ Hiromi Shi...",,,,,109500.0,https://salt.tikicdn.com/cache/280x280/ts/product/37/5e/98/f47b496238bbd77048893a989824442b.jpg,,Combo sách chăm sóc sức khỏe ai cũng cần biết : Nhân Tố Enzyme - Phương Thức Sống Lành Mạnh + Nhân Tố Enzyme - Trẻ Hóa,Thái Hà,,Chăm sóc sức khỏe ,,,339.0
49,,,,"Sức Khỏe Trong Tay BạnMột cuốn sách với rất nhiều phương pháp chăm sóc sức khỏe, phòng chữa bệnh theo cách tự nhiên, mà tác giả cuốn sách đã tự mình tìm tòi, trải nghiệm, áp dụng cho bản thân, gia đì...",,,,,164000.0,https://salt.tikicdn.com/cache/280x280/ts/product/50/6a/5d/36089683f6be1147e8d613f845170207.jpg,,Combo 2 cuốn sách sức khoẻ trong tay bạn tặng cuốn rèn luyện kĩ năng cho trẻ,Thái Hà,,Chăm sóc sức khỏe ,,,
50,,,,"Làm Đẹp Bằng Trái Cây Những thiếu nữ luôn mong ước có thân hình thon thả, mềm mại, làn da trắng mịn hồng hào. Trái cây là nguồn thực phẩm vừa đáp ứng đầy đủ nhất niềm mong ước đó vừa mang đến cho bạn...",2011-06-10 00:00:00,Hướng Tiểu Huệ,Bìa mềm,,27000.0,https://salt.tikicdn.com/cache/280x280/media/catalog/product/i/m/img520_4.jpg,,Làm Đẹp Bằng Trái Cây,Văn Lang,,Chăm sóc sức khỏe ,13 x 19 cm ,,80.0
51,,,,Món Ăn Thường Ngày Cho Người Bệnh Thống Phong Cuốn sách gồm những nội dung chính như sau: Bệnh thống phong (Gout) là gì? Nguyên nhân và biểu hiện của bệnh thống phong (Gout) Các yếu tố nguy cơ của...,2014-03-25 00:00:00,Lương y - Dược sĩ Bàng Cẩm,Bìa mềm,,20700.0,https://salt.tikicdn.com/cache/280x280/media/catalog/product/i/m/img494.u547.d20160819.t085555.310454.jpg,,Món Ăn Thường Ngày Cho Người Bệnh Thống Phong,Công ty TNHH TM & DV Văn Hóa Hương Trang,,Chăm sóc sức khỏe ,14.5 x 20.5 cm ,,39.0
52,,,,"Chăm Sóc Con Từ 3-5 Tuổi Trong những thay đổi diệu kỳ của trẻ, sự nâng đỡ, khuyến khích và tình yêu thương của bạn sẽ là nguồn lực mạnh mẽ giúp trẻ phát huy tối đa các tiềm năng của mình. Quyển Chăm...",2013-03-10 00:00:00,Nguyễn Lân Đính,Bìa mềm,Nguyễn Lân Đính,32000.0,https://salt.tikicdn.com/cache/280x280/media/catalog/product/c/h/cham-soc-con-tu-3-5-tuoi.jpg,Nguyễn Lân Đính,Chăm Sóc Con Từ 3-5 Tuổi,First News - Trí Việt,,Chăm sóc sức khỏe ,19 x 26 cm,,64.0
53,,,,"Bộ Sưu Tập Các Mẫu Trang Điểm Móng (Tập 2) Bộ sưu tập các mẫu trang điểm móng sẽ giới thiệu với bạn 18.500 mẫu trang điểm móng với các kiểu trang trí, họa tiết đa dạng. Bên cạnh đó, sách còn hướng dẫ...",2012-03-28 00:00:00,Boutique Mook,Bìa mềm,,150700.0,https://salt.tikicdn.com/cache/280x280/media/catalog/product/t/r/trang-diem-mong-tap-2.jpg,,Bộ Sưu Tập Các Mẫu Trang Điểm Móng (Tập 2),Nhân Trí Việt,,Chăm sóc sức khỏe ,21 x 30 cm,,116.0
54,,,,"Muốn cho trẻ phát triển khỏe mạnh, thông minh thì việc cung cấp đầy đủ dinh dưỡng trong mỗi bữa ăn rất quan trọng. Người lớn phải lưu ý thay đổi các món ăn thật đa dạng, đầy màu sắc hấp dẫn, để kích t...",2012-05-22 00:00:00,Việt Điển - Bội Linh (Biên Soạn),Bìa mềm,,37500.0,https://salt.tikicdn.com/cache/280x280/media/catalog/product/i/m/image_750__1.jpg,,Món Ăn Bổ Sung Dinh Dưỡng Cho Trẻ Từ 1 Đến 3 Tuổi,NXB Phụ Nữ Việt Nam,,Chăm sóc sức khỏe ,18 x 20.5 cm,,84.0
55,,,,Combo Sách Chăm Sóc Sức Khỏe Hay : Những Phương Thức Phục Hồi Sức Khỏe Theo Tự Nhiên + Nhân Tố ENZYME - Phương Thức Sống Lành Mạnh - Tặng kèm Postcard HAPPY LIFEHai cuốn sách là những kiến thức bổ íc...,,Nhiều Tác Giả,Bìa mềm,,107500.0,https://salt.tikicdn.com/cache/280x280/ts/product/a3/ab/59/8a590ce05fcd1240e350f30b4a8b51cf.jpg,,Combo Sách Chăm Sóc Sức Khỏe Hay : Những Phương Thức Phục Hồi Sức Khỏe Theo Tự Nhiên + Nhân Tố ENZYME - Phương Thức Sống Lành Mạnh - Tặng kèm Postcard HAPPY LIFE,Thái Hà,,Chăm sóc sức khỏe ,,,446.0
56,,Nhà Xuất Bản Y học,,"Hướng Dẫn Khám Chữa Bệnh Tại Trạm Y Tế Xã, Phường, Thị Trấn Cuốn sách Hướng dẫn khám chữa bệnh tại trạm y tế xã, phường, thị trấn được xuất bản nhằm giúp cho cán bộ y tế ở Trạm Y tế xã, phường, thị t...",2016-11-21 00:00:00,Nguyễn Đình Hùng,Bìa mềm,,280000.0,https://salt.tikicdn.com/cache/280x280/media/catalog/product/5/_/5.u2487.d20161121.t094409.928348.jpg,,"Hướng Dẫn Khám Chữa Bệnh Tại Trạm Y Tế Xã, Phường, Thị Trấn",Nhà sách Lao Động,Nhà Xuất Bản Y học,Chăm sóc sức khỏe ,20 x 28 cm,,400.0
57,,,,"Món Ăn Tăng Cường Canxi Cho Trẻ Canxi rất cần thiết cho sự hình thành, tăng trưởng và sự bền vững xương  và răng. .... Nếu trẻ đang bú mẹ, chế độ ăn của người mẹ cần tăng cường  các chất giàu canxi n...",2013-01-01 00:00:00,Hồ Đăng Thanh Ngọc,Bìa mềm,,49000.0,https://salt.tikicdn.com/cache/280x280/media/catalog/product/m/o/mon_an_tang_cuong_canxi_cho_tre_17x25.jpg,,Món Ăn Tăng Cường Canxi Cho Trẻ,Đinh Tị,,Chăm sóc sức khỏe ,17 x 25 cm,,120.0
58,,,,"Nuôi Con Khỏe Mạnh Từ 1-3 Tuổi Những kiến thức về sức khỏe sinh sản và nuôi dậy con cái vô cùng cần thiết với các cặp vợ chồng trẻ hiện nay. Chắc hẳn các bậc làm cha, làm mẹ đều mong muốn mình sinh r...",2012-06-22 00:00:00,Ngô Quang Trì,Bìa mềm,Ngân Hà,48100.0,https://salt.tikicdn.com/cache/280x280/media/catalog/product/n/u/nuoi-con-khoe-manh-tu-1-3-tuoi.jpg,Ngân Hà,Nuôi Con Khỏe Mạnh Từ 1-3 Tuổi,Đinh Tị,,Chăm sóc sức khỏe ,17 x 25 cm,,108.0
59,,,,"Các Kiểu Tóc Dự Tiệc Ấn Tượng Hẳn những bạn nữ thường có tâm trạng lo lắng trước những buổi tiệc, hay đi chơi với bạn bè. Không biết làm cho mình thật ấn tượng, hay làm sao kiểu tóc hợp với bộ đồ mìn...",2012-12-13 00:00:00,Thiên Kim,Bìa mềm,,68000.0,https://salt.tikicdn.com/cache/280x280/media/catalog/product/c/a/cac-kieu-toc-du-tiec-an-tuong.jpg,,Các Kiểu Tóc Dự Tiệc Ấn Tượng,VanLangBooks,,Chăm sóc sức khỏe ,19 x 27 cm,,64.0
60,,Nhà Xuất Bản Phụ Nữ,,"SÁCH “DINH DƯỠNG CÂN BẰNG – Ăn trong tỉnh thức”Hiện nay chúng ta biết rất nhiều trường phái dinh dưỡng, mỗi trường phái đều có quan điểm và những lập luận rất thuyết phục làm chúng ta đôi lúc hoang m...",2021-02-23 00:00:00,,Bìa cứng,,150000.0,https://salt.tikicdn.com/cache/280x280/ts/product/82/c0/9a/84dda0f59412425a67116ec12ec85421.jpg,,Sách Dinh dưỡng cân bằng - Ăn trong tỉnh thức,NXB Phụ Nữ,Nhà Xuất Bản Phụ Nữ,Chăm sóc sức khỏe ,,,219.0
61,,Nhà Xuất Bản Thế Giới,,“Thánh Kinh dưỡng da” - cuộc Cách mạng thần thánh đến từ “lão bà” nổi tiếng khắp toàn châu Á – Chizu Saeki.Bản thân hình ảnh một người phụ nữ ở độ tuổi ngoài 70 và bí quyết chăm sóc da của bà trong c...,2019-06-01 00:00:00,Chizu Saeki,Bìa mềm,,96600.0,https://salt.tikicdn.com/cache/280x280/ts/product/cc/c7/c3/e5d01e3d82b27e27bb5911aff21f63dc.JPG,,Thánh Kinh Dưỡng Da,Skybooks,Nhà Xuất Bản Thế Giới,Chăm sóc sức khỏe ,15 x 21 cm,,162.0
62,,,,1088 Mẹo Thông Minh Trong Đời Sống 1088 Mẹo Thông Minh Trong Đời Sống gồm hàng nghìn mẹo vặt và giải pháp thông minh giúp bạn xử lý những vấn đề thường gặp trong cuộc sống ha...,2014-10-20 00:00:00,Nhiều Tác Giả,Bìa mềm,,96000.0,https://salt.tikicdn.com/cache/280x280/media/catalog/product/1/0/1088-meo-thong-minh.jpg,,1088 Mẹo Thông Minh Trong Đời Sống,NXB Phụ Nữ Việt Nam,,Chăm sóc sức khỏe ,15.5 x 24 cm,,528.0
63,,Nhà Xuất Bản Thông Tin Và Truyền Thông,,LIỆU TRÌNH DINH DƯỠNG TỐI ƯUPhương pháp đơn giản để giảm cân & chữa bệnh theo chế độ dinh dưỡngTHỰC VẬT TOÀN PHẦN Ăn uống theo chế độ Thực Vật Toàn Phần (Whole Foods Plant Based) đang là xu hướ...,,,,,265000.0,https://salt.tikicdn.com/cache/280x280/ts/product/94/75/5e/cc77317949b7771e57d7ba2fbe5d5a69.jpg,,Liệu Trình Dinh Dưỡng Tối Ưu - Phương Pháp Đơn Giản Để Giảm Cân & Chữa Bệnh Theo Chế Độ Dinh Dưỡng THỰC VẬT TOÀN PHẦN,CÔNG TY CỔ PHẦN ĐẦU TƯ VĂN HÓA TINH HOA,Nhà Xuất Bản Thông Tin Và Truyền Thông,Chăm sóc sức khỏe ,,,
64,,NXB Trẻ,,"Combo Ăn Gì Cho Không Độc Hại + Ăn Gì Không Chết - Sức Mạnh Chữa Lành Của Thực PhẩmĂn Gì Cho Không Độc Hại""Dinh dưỡng là một đề tài rối rắm . Không chỉ là chuyện ăn, nó còn gắn liền với khoa học, vă...",2018-01-01 15:57:42,"Michael Greger,Gene Stone,Pha Lê",Bìa mềm,,339000.0,https://salt.tikicdn.com/cache/280x280/ts/product/be/07/cd/917454c5c6a0657656717f040e8a5a51.jpg,,Combo Ăn Gì Cho Không Độc Hại + Ăn Gì Không Chết - Sức Mạnh Chữa Lành Của Thực Phẩm,NXB Trẻ,NXB Trẻ,Chăm sóc sức khỏe ,,,
65,,,,"Cẩm Nang Phát Triển Tiềm Năng Trí Tuệ Cho Trẻ Từ 3-6 Tuổi Những kiến thức về sức khỏe sinh sản và nuôi dậy con cái vô cùng cần thiết với các cặp vợ chồng trẻ hiện nay. Chắc hẳn các bậc làm cha, làm m...",2012-06-22 00:00:00,Ngô Quang Trì,Bìa mềm,Ngân Hà,49500.0,https://salt.tikicdn.com/cache/280x280/media/catalog/product/c/a/cam-nang-phat-trien-tiem-nang-tri-tue-cho-tre-tu-3-6-tuoi.jpg,Ngân Hà,Cẩm Nang Phát Triển Tiềm Năng Trí Tuệ Cho Trẻ Từ 3-6 Tuổi,Đinh Tị,,Chăm sóc sức khỏe ,17 x 25 cm,,108.0
66,,Nhà Xuất Bản Hồng Bàng,,Thực Đơn Dinh Dưỡng Phát Triển Trí Tuệ Cho Trẻ Từ 1-3 Tuổi  Mời các bạn đón đọc!!!...,2013-01-01 00:00:00,Hồ Đăng Thanh Ngọc,Bìa mềm,,53900.0,https://salt.tikicdn.com/cache/280x280/media/catalog/product/t/h/thuc_don_dinh_duong_phat_trien_tri_tue_cho_tre_tu_1-3t_17x25.jpg,,Thực Đơn Dinh Dưỡng Phát Triển Trí Tuệ Cho Trẻ Từ 1-3 Tuổi,Đinh Tị,Nhà Xuất Bản Hồng Bàng,Chăm sóc sức khỏe ,17 x 25 cm,,120.0
67,,Nhà Xuất Bản Thế Giới,,"       Power vs Force - Trường năng lượng và những nhân tố quyết định tinh thần, sức khỏe con người   ( tặng postcard bốn mùa ngẫu nhiên )   Tác giả: David ns   Dịch giả: Quế Chi – Hoàng Lan  ...",,,,,144000.0,https://salt.tikicdn.com/cache/280x280/ts/product/92/da/44/ca79e164b8e31aaafa7af574c9feaf02.jpg,,"Sách - Power vs Force - Trường năng lượng và những nhân tố quyết định tinh thần, sức khỏe con người",Thái Hà,Nhà Xuất Bản Thế Giới,Chăm sóc sức khỏe ,,,
68,,Nhà Xuất Bản Phụ Nữ,,"Sống Vui Sống Khỏe - Tươi Trẻ Mỗi Ngày Chúng ta không thể tránh được tuổi già nhưng chúng ta vẫn có thể làm chậm tiến trình lão hóa. Nếu ở những thế hệ trước, độ tuổi 50 được xem là bắt đầu bước vào ...",2014-04-10 00:00:00,Dr Sarah Brewer,Bìa mềm,,73100.0,https://salt.tikicdn.com/cache/280x280/media/catalog/product/s/o/song-vui-song-khoe-tuoi-tre-moi-ngay.jpg,,Sống Vui Sống Khỏe - Tươi Trẻ Mỗi Ngày,First News - Trí Việt,Nhà Xuất Bản Phụ Nữ,Chăm sóc sức khỏe ,14.5 x 20.5 cm,,144.0
69,,Nhà Xuất Bản Thế Giới,,       RAW VEGAN – SỨC MẠNH CHỮA LÀNH CỦA THỰC VẬT   Thông tin sách:   Tên sách: Raw Vegan – Sức Mạnh Chữa Lành Của Thực Vật   Người dịch: Lê Nhung   Khổ sách: 14x20.5 ccm   NXB Thế giới   S...,,Norman W.Walker,,,71000.0,https://salt.tikicdn.com/cache/280x280/ts/product/5f/70/81/f6b3d38cc9b679a59652828f9fb19b31.jpg,,Sách - Raw Vegan – Sức Mạnh Chữa Lành Của Thực Vật,Skybooks,Nhà Xuất Bản Thế Giới,Chăm sóc sức khỏe ,,,224.0
70,,,,"Những gì bạn sắp đọc có thể sẽ làm lung lay, thậm chí làm sụp đổ, nền tảng niềm tin của bạn về cơ thể, sức khỏe và việc chữa bệnh. Nhan đề Ung thư không phải là bệnh có thể gây bất an cho nhiều người,...",,Andreas Moritz,Bìa mềm,Quế Chi,135000.0,https://salt.tikicdn.com/cache/280x280/ts/product/4c/44/2a/778a85a5d251c159d53642d37a001a95.jpg,Quế Chi,"Ung Thư Không Phải Là Bệnh, Mà Là Cơ Chế Chữa Lành - Tặng Kèm Sổ Tay",Thái Hà,,Chăm sóc sức khỏe ,15.5 x 24 cm,,463.0
