,Tên Sách,Ảnh bìa,Thể loại,Nội dung tóm tắt,Giá bìa,Kích thước,Số trang,Tác giả,Nhà Xuất Bản,Dịch giả,Nhà Phát Hành,Loại sản phẩm,Tên Sách.1,Ảnh bìa.1,Thể loại.1,Tác giả.1,Nội dung tóm tắt.1,Giá bìa.1,Công ty phát hành,Ngày xuất bản,Loại bìa,Số trang.1,Nhà xuất bản,Kích thước.1,Dịch Giả,Phiên bản
25,Piano Cho Thiếu Nhi - Tuyển Tập 220 Tiểu Phẩm Nổi Tiếng - Phần 2 ,https://salt.tikicdn.com/cache/280x280/ts/product/cc/e4/72/c889f2e13596064dd92fdd9bface4c50.jpg,Âm nhạc,Piano Cho Thiếu Nhi - Tuyển Tập 220 Tiểu Phẩm Nổi Tiếng - Phần 2 Lê Dũng là một trong những lớp nghệ sĩ đầu tiên theo học đàn Piano một cách chuyên nghiệp và bài bản. Với nhiều năm kinh nghiệm biểu d...,59400.0,20.5 x 29.5 cm,,Lê Dũng,,,,,Piano Cho Thiếu Nhi - Tuyển Tập 220 Tiểu Phẩm Nổi Tiếng - Phần 2 ,https://salt.tikicdn.com/cache/280x280/ts/product/cc/e4/72/c889f2e13596064dd92fdd9bface4c50.jpg,Âm nhạc,Lê Dũng,Piano Cho Thiếu Nhi - Tuyển Tập 220 Tiểu Phẩm Nổi Tiếng - Phần 2 Lê Dũng là một trong những lớp nghệ sĩ đầu tiên theo học đàn Piano một cách chuyên nghiệp và bài bản. Với nhiều năm kinh nghiệm biểu d...,59400.0,Huy Hoàng Bookstore,2017-11-24 14:41:26,Bìa mềm,,,20.5 x 29.5 cm,,
26,Tuyển Tập Piano Cổ Điển - Lãng Mạn Được Yêu Thích (Tập 2),https://salt.tikicdn.com/cache/280x280/ts/product/44/15/77/60ceb211a6e5467100f129c3bdcaa215.jpg,Âm nhạc,Kèm file Audio âm thanh tất cả các tác phẩm trong sáchCó thể luyện tập trên đàn OrganBộ sách giới thiệu các tác phẩm piano được nhiều người yêu thích của những nhạc sĩ thiên tài thuộc hai thời kỳ âm...,89500.0,20.5x29.5 cm,152.0,"Cù Minh Nhật,Ths. Đặng Thái Sơn",,,,,Tuyển Tập Piano Cổ Điển - Lãng Mạn Được Yêu Thích (Tập 2),https://salt.tikicdn.com/cache/280x280/ts/product/44/15/77/60ceb211a6e5467100f129c3bdcaa215.jpg,Âm nhạc,"Cù Minh Nhật,Ths. Đặng Thái Sơn",Kèm file Audio âm thanh tất cả các tác phẩm trong sáchCó thể luyện tập trên đàn OrganBộ sách giới thiệu các tác phẩm piano được nhiều người yêu thích của những nhạc sĩ thiên tài thuộc hai thời kỳ âm...,89500.0,Huy Hoàng Bookstore,2019-06-01 00:00:00,Bìa mềm,152.0,,20.5x29.5 cm,,
27,Để thành công trong nghệ thuật ca hát,https://salt.tikicdn.com/cache/280x280/ts/product/3b/a1/36/2d3d2ac27f7c5a675920de54900e3c45.JPG,Âm nhạc,"Sau hơn 20 năm kể từ lần xuất bản đầu tiên (1999), cuốn Để thành công trong nghệ thuật ca hát do Tiến sĩ Nguyễn Bách biên soạn luôn được các giảng viên, học viên và độc giả yêu ca hát đón n...",139000.0,,168.0,Nguyễn Bách,,,,,Để thành công trong nghệ thuật ca hát,https://salt.tikicdn.com/cache/280x280/ts/product/3b/a1/36/2d3d2ac27f7c5a675920de54900e3c45.JPG,Âm nhạc,Nguyễn Bách,"Sau hơn 20 năm kể từ lần xuất bản đầu tiên (1999), cuốn Để thành công trong nghệ thuật ca hát do Tiến sĩ Nguyễn Bách biên soạn luôn được các giảng viên, học viên và độc giả yêu ca hát đón n...",139000.0,Công ty TNHH Truyền Thông Đồng Hành,2020-07-20 10:35:11,Bìa mềm,168.0,Nhà Xuất Bản Văn Nghệ TP.HCM,,,
28,Mĩ Nữ Hoa - Nghệ Thuật Vẽ Màu Nước Cổ Trang,https://salt.tikicdn.com/cache/280x280/ts/product/f3/05/11/c03ce61305510d5c1b97da298dbde920.jpg,Âm nhạc,"Mĩ Nữ Hoa - Nghệ Thuật Vẽ Màu Nước Cổ Trang   Cuốn sách gồm nhiều tranh màu tuyệt đẹp in trên khổ lớn và các bước cụ thể, chi tiết hướng dẫn vẽ hoa và mĩ nữ bằng màu nước theo phong cách cổ trang. Bằ...",170050.0,,,YaYa,,,,,Mĩ Nữ Hoa - Nghệ Thuật Vẽ Màu Nước Cổ Trang,https://salt.tikicdn.com/cache/280x280/ts/product/f3/05/11/c03ce61305510d5c1b97da298dbde920.jpg,Âm nhạc,YaYa,"Mĩ Nữ Hoa - Nghệ Thuật Vẽ Màu Nước Cổ Trang   Cuốn sách gồm nhiều tranh màu tuyệt đẹp in trên khổ lớn và các bước cụ thể, chi tiết hướng dẫn vẽ hoa và mĩ nữ bằng màu nước theo phong cách cổ trang. Bằ...",170050.0,Nhà Xuất Bản Kim Đồng,,,,Nhà Xuất Bản Kim Đồng,,,
29,Tự Học Và Thực Hành GuiTar Bass (Tái Bản),https://salt.tikicdn.com/cache/280x280/ts/product/93/1d/9b/bc286584bcf705e73089d9346663153c.jpg,Âm nhạc,Bạn muốn học chơi guitar bass một cách nhanh chóng nhưng lại không có kinh nghiệm chơi nhạc và kiến thức nhạc lý? Vậy thì đây chính là quyển sách dành cho bạn!Tự học & thực hành Guitar Bass sẽ ma...,77400.0,19 x 27 cm,152.0,Hoàng Hạc,,,,,Tự Học Và Thực Hành GuiTar Bass (Tái Bản),https://salt.tikicdn.com/cache/280x280/ts/product/93/1d/9b/bc286584bcf705e73089d9346663153c.jpg,Âm nhạc,Hoàng Hạc,Bạn muốn học chơi guitar bass một cách nhanh chóng nhưng lại không có kinh nghiệm chơi nhạc và kiến thức nhạc lý? Vậy thì đây chính là quyển sách dành cho bạn!Tự học & thực hành Guitar Bass sẽ ma...,77400.0,VanLangBooks,2021-01-12 00:00:00,Bìa mềm,152.0,Nhà Xuất Bản Thanh Hóa,19 x 27 cm,,
30,Shout! The Beatles- Hơi Thở Thời Đại Của Thế Kỷ 20 (Bản Thường),https://salt.tikicdn.com/cache/280x280/ts/product/a5/bd/55/f276ff68c2f2a59f5443ee23116d92e6.jpg,Âm nhạc,"Đây là tác phẩm tiểu sử về ban nhạc có ảnh hưởng nhất thế giới, một bản tường thuật tuyệt đẹp về cuộc sống, âm nhạc và thời đại của họ. Cuốn sách cho thấy sự trỗi dậy của bốn chàng trai Liverpool cộc ...",208800.0,16 x 23 cm,700.0,Philip Norman,,,,,Shout! The Beatles- Hơi Thở Thời Đại Của Thế Kỷ 20 (Bản Thường),https://salt.tikicdn.com/cache/280x280/ts/product/a5/bd/55/f276ff68c2f2a59f5443ee23116d92e6.jpg,Âm nhạc,Philip Norman,"Đây là tác phẩm tiểu sử về ban nhạc có ảnh hưởng nhất thế giới, một bản tường thuật tuyệt đẹp về cuộc sống, âm nhạc và thời đại của họ. Cuốn sách cho thấy sự trỗi dậy của bốn chàng trai Liverpool cộc ...",208800.0,Alphabooks,2020-12-01 00:00:00,Bìa mềm,700.0,Nhà Xuất Bản Dân Trí,16 x 23 cm,Hiền Trang,
31,Học Đệm Piano Cơ Bản - Phần 2 (TB 2020),https://salt.tikicdn.com/cache/280x280/ts/product/ba/79/f4/e010baa6042d002eada226cc8140f766.jpg,Âm nhạc,"Hoc đệm Piano cơ bản là bộ sách có phương pháp trình bày khá cụ thể và dễ học, với lượng kiến thức cơ bản có thể giải quyết được những đòi hỏi cấp thiết của người học đệm Piano. Học viên có thể luyện ...",116000.0,20.5 x 29.5 cm,144.0,Song Minh,,,,,Học Đệm Piano Cơ Bản - Phần 2 (TB 2020),https://salt.tikicdn.com/cache/280x280/ts/product/ba/79/f4/e010baa6042d002eada226cc8140f766.jpg,Âm nhạc,Song Minh,"Hoc đệm Piano cơ bản là bộ sách có phương pháp trình bày khá cụ thể và dễ học, với lượng kiến thức cơ bản có thể giải quyết được những đòi hỏi cấp thiết của người học đệm Piano. Học viên có thể luyện ...",116000.0,Huy Hoàng Bookstore,,Bìa mềm,144.0,Nhà Xuất Bản Dân Trí,20.5 x 29.5 cm,,
32,30 Ngày Học Nhạc Lý Nâng Cao,https://salt.tikicdn.com/cache/280x280/ts/product/a0/2b/cb/385a0813571426296d5471e6379ba6bc.jpg,Âm nhạc,30 Ngày Học Nhạc Lý Nâng Cao...,36000.0,,,Nguyễn Hạnh,,,,,30 Ngày Học Nhạc Lý Nâng Cao,https://salt.tikicdn.com/cache/280x280/ts/product/a0/2b/cb/385a0813571426296d5471e6379ba6bc.jpg,Âm nhạc,Nguyễn Hạnh,30 Ngày Học Nhạc Lý Nâng Cao...,36000.0,NS Hiền Phương,,,,Nhà Xuất Bản Thanh Niên,,,
33,Học Nhạc Không Khó - Từ Nhạc Lý - Đến Hòa Âm (Tái Bản 2020),https://salt.tikicdn.com/cache/280x280/ts/product/5d/6c/13/db1b9a48b600e63070bce7ed03911098.jpg,Âm nhạc,"Ngày nay, âm nhạc đã hiện hữu rộng khắp và có sức ảnh hưởng trong đời sống con người. Hầu như tất cả chúng ta, ai cũng đã từng hát và yêu thích một vài bài nhạc nào đó. Nhưng nhiều người trong chúng t...",56000.0,16 x 24 cm,176.0,Nguyễn Duy,,,,,Học Nhạc Không Khó - Từ Nhạc Lý - Đến Hòa Âm (Tái Bản 2020),https://salt.tikicdn.com/cache/280x280/ts/product/5d/6c/13/db1b9a48b600e63070bce7ed03911098.jpg,Âm nhạc,Nguyễn Duy,"Ngày nay, âm nhạc đã hiện hữu rộng khắp và có sức ảnh hưởng trong đời sống con người. Hầu như tất cả chúng ta, ai cũng đã từng hát và yêu thích một vài bài nhạc nào đó. Nhưng nhiều người trong chúng t...",56000.0,Công Ty TNHH Thương Mại STK,2020-07-01 00:00:00,Bìa mềm,176.0,Nhà Xuất Bản Thanh Niên,16 x 24 cm,,
34,Nhạc lý vui,https://salt.tikicdn.com/cache/280x280/ts/product/81/57/f0/53fa07521c7eb7ac690ae52468974dcc.jpg,Âm nhạc,"NHẠC LÝ VUIĐúng như tên sách, cuốn sách giúp cho người học nhạc cảm thấy nhẹ nhàng, thư giãn... chứ không căng thẳng như một số bạn trẻ mỗi khi nhắc đến việc học nhạc lý. Đã học nhạc thì vui mới học, m...",89000.0,,104.0,Nguyễn Bách,,,,,Nhạc lý vui,https://salt.tikicdn.com/cache/280x280/ts/product/81/57/f0/53fa07521c7eb7ac690ae52468974dcc.jpg,Âm nhạc,Nguyễn Bách,"NHẠC LÝ VUIĐúng như tên sách, cuốn sách giúp cho người học nhạc cảm thấy nhẹ nhàng, thư giãn... chứ không căng thẳng như một số bạn trẻ mỗi khi nhắc đến việc học nhạc lý. Đã học nhạc thì vui mới học, m...",89000.0,Công ty TNHH Truyền Thông Đồng Hành,2019-04-22 17:20:38,Bìa mềm,104.0,Nhà Xuất Bản Văn Hóa - Văn Nghệ TP.HCM,,,
35,Tuyển Tập Piano Cổ Điển - Lãng Mạn Được Yêu Thích (Tập 1),https://salt.tikicdn.com/cache/280x280/ts/product/6d/09/e7/6c54a5495b8a98ca76e2087674a8f64c.jpg,Âm nhạc,Kèm file Audio âm thanh tất cả các tác phẩm trong sáchCó thể luyện tập trên đàn OrganBộ sách giới thiệu các tác phẩm piano được nhiều người yêu thích của những nhạc sĩ thiên tài thuộc hai thời kỳ âm...,96000.0,20.5x29.5 cm,152.0,"Cù Minh Nhật,Ths. Đặng Thái Sơn",,,,,Tuyển Tập Piano Cổ Điển - Lãng Mạn Được Yêu Thích (Tập 1),https://salt.tikicdn.com/cache/280x280/ts/product/6d/09/e7/6c54a5495b8a98ca76e2087674a8f64c.jpg,Âm nhạc,"Cù Minh Nhật,Ths. Đặng Thái Sơn",Kèm file Audio âm thanh tất cả các tác phẩm trong sáchCó thể luyện tập trên đàn OrganBộ sách giới thiệu các tác phẩm piano được nhiều người yêu thích của những nhạc sĩ thiên tài thuộc hai thời kỳ âm...,96000.0,Huy Hoàng Bookstore,2019-06-01 00:00:00,Bìa mềm,152.0,,20.5x29.5 cm,,
36,Học Đệm Organ Tập 3 (Tái Bản),https://salt.tikicdn.com/cache/280x280/ts/product/e0/cd/19/1148a210d49f4be33fbbecbe35fa6e28.jpg,Âm nhạc,"Học Đệm Organ Tập 3 (Tái Bản) Organ điện tử không thuần túy là một nhạc cụ, nó là sản phẩm của công nghệ điện tử hiện đại. Theo xu hướng phát triển mạnh mẽ của công nghệ, Organ điện tử ngày càng được...",54700.0,20.5 x 29.5 cm,147.0,Cù Minh Nhật,,,,,Học Đệm Organ Tập 3 (Tái Bản),https://salt.tikicdn.com/cache/280x280/ts/product/e0/cd/19/1148a210d49f4be33fbbecbe35fa6e28.jpg,Âm nhạc,Cù Minh Nhật,"Học Đệm Organ Tập 3 (Tái Bản) Organ điện tử không thuần túy là một nhạc cụ, nó là sản phẩm của công nghệ điện tử hiện đại. Theo xu hướng phát triển mạnh mẽ của công nghệ, Organ điện tử ngày càng được...",54700.0,Huy Hoàng Bookstore,2018-07-07 00:00:00,Bìa mềm,147.0,,20.5 x 29.5 cm,,
37,Chơi Đàn Guitar Bằng Hình Ảnh (Tái Bản),https://salt.tikicdn.com/cache/280x280/ts/product/a1/73/a8/442e19fdb5aa15dfb3aa29188aa5eea2.jpg,Âm nhạc,"Bạn thích đàn guitar, bạn muốn chơi đàn để đệm hát được những ca khúc mình yêu thích nhưng lại chưa gặp được sự chỉ dẫn cần thiết? Tập sách này sẽ giúp bạn làm được những điều ấy bằng những hướng dẫn ...",48000.0,19 x 27 cm,64.0,"Arthur Dick,Joe Bennett   ",,,,,Chơi Đàn Guitar Bằng Hình Ảnh (Tái Bản),https://salt.tikicdn.com/cache/280x280/ts/product/a1/73/a8/442e19fdb5aa15dfb3aa29188aa5eea2.jpg,Âm nhạc,"Arthur Dick,Joe Bennett   ","Bạn thích đàn guitar, bạn muốn chơi đàn để đệm hát được những ca khúc mình yêu thích nhưng lại chưa gặp được sự chỉ dẫn cần thiết? Tập sách này sẽ giúp bạn làm được những điều ấy bằng những hướng dẫn ...",48000.0,VanLangBooks,2020-01-02 00:00:00,Bìa mềm,64.0,Nhà Xuất Bản Thanh Hóa,19 x 27 cm,,
38,Piano Cho Thiếu Nhi - Tuyển Tập 220 Tiểu Phẩm Nổi Tiếng - Phần 4 ,https://salt.tikicdn.com/cache/280x280/ts/product/09/08/da/2058d4b31e2a95531c5bf75ab726aa3f.jpg,Âm nhạc,"Piano Cho Thiếu Nhi - Tuyển Tập 220 Tiểu Phẩm Nổi Tiếng - Phần 4 Cùng với những nghệ sĩ tên tuổi như: Đặng Thái Sơn, Đỗ Hồng Quân, Đặng Hữu Phú Lê Dũng là một trong những lớp nghệ sĩ đầu tiên theo họ...",56400.0,20.5 x 29.5 cm,,Lê Dũng,,,,,Piano Cho Thiếu Nhi - Tuyển Tập 220 Tiểu Phẩm Nổi Tiếng - Phần 4 ,https://salt.tikicdn.com/cache/280x280/ts/product/09/08/da/2058d4b31e2a95531c5bf75ab726aa3f.jpg,Âm nhạc,Lê Dũng,"Piano Cho Thiếu Nhi - Tuyển Tập 220 Tiểu Phẩm Nổi Tiếng - Phần 4 Cùng với những nghệ sĩ tên tuổi như: Đặng Thái Sơn, Đỗ Hồng Quân, Đặng Hữu Phú Lê Dũng là một trong những lớp nghệ sĩ đầu tiên theo họ...",56400.0,Huy Hoàng Bookstore,2017-11-24 14:42:00,Bìa mềm,,,20.5 x 29.5 cm,,
39,Phương Pháp Chơi Guitar,https://salt.tikicdn.com/cache/280x280/ts/product/5f/ad/46/11fa4dfd46fdfe166548d31a3cd3d726.jpg,Âm nhạc,"Phương Pháp Chơi GuitarBạn đang cầm trên tay một cuốn sách hoàn hảo về phương pháp học nhạc lý được thiết kế riêng cho những người chê guitar. Về nội dung, những chương đầu tiên sẽ đề cập đến các vấn...",59200.0,19 x 27 cm,104.0,Tom Kolb,,,,,Phương Pháp Chơi Guitar,https://salt.tikicdn.com/cache/280x280/ts/product/5f/ad/46/11fa4dfd46fdfe166548d31a3cd3d726.jpg,Âm nhạc,Tom Kolb,"Phương Pháp Chơi GuitarBạn đang cầm trên tay một cuốn sách hoàn hảo về phương pháp học nhạc lý được thiết kế riêng cho những người chê guitar. Về nội dung, những chương đầu tiên sẽ đề cập đến các vấn...",59200.0,VanLangBooks,2020-05-05 00:00:00,Bìa mềm,104.0,Nhà Xuất Bản Thanh Hóa,19 x 27 cm,Lê Vũ,
40,30 Ngày Học Nhạc Lý Cơ Bản,https://salt.tikicdn.com/cache/280x280/ts/product/c4/2c/4c/22eaf23ac23a739e97b55017802d12ef.jpg,Âm nhạc,30 Ngày Học Nhạc Lý Cơ Bản...,36000.0,,,Nguyễn Hạnh,,,,,30 Ngày Học Nhạc Lý Cơ Bản,https://salt.tikicdn.com/cache/280x280/ts/product/c4/2c/4c/22eaf23ac23a739e97b55017802d12ef.jpg,Âm nhạc,Nguyễn Hạnh,30 Ngày Học Nhạc Lý Cơ Bản...,36000.0,NS Hiền Phương,,,,Nhà Xuất Bản Thanh Niên,,,
41,Nhạc Sĩ Thiên Tài & Những Bài Tập Piano Quen Thuộc P2 (Tái Bản),https://salt.tikicdn.com/cache/280x280/ts/product/47/10/9a/fab4d2225a5e32c1bf47bbc48c312882.jpg,Âm nhạc,"Đối với người tập đàn phím, việc hiểu biết về những tác giả tác phẩm piano quen thuộc là điều vô cùng cần thiết, điều đó sẽ giúp chúng ta có nhiều cảm xúc hơn khi chơi nhạc, đến gần ta có nhiều cảm xú...",70400.0,20.5 x 29.5 cm,196.0,Cù Minh Nhật,,,,,Nhạc Sĩ Thiên Tài & Những Bài Tập Piano Quen Thuộc P2 (Tái Bản),https://salt.tikicdn.com/cache/280x280/ts/product/47/10/9a/fab4d2225a5e32c1bf47bbc48c312882.jpg,Âm nhạc,Cù Minh Nhật,"Đối với người tập đàn phím, việc hiểu biết về những tác giả tác phẩm piano quen thuộc là điều vô cùng cần thiết, điều đó sẽ giúp chúng ta có nhiều cảm xúc hơn khi chơi nhạc, đến gần ta có nhiều cảm xú...",70400.0,Huy Hoàng Bookstore,2017-03-01 00:00:00,Bìa mềm,196.0,,20.5 x 29.5 cm,,
42,Đá Hát,https://salt.tikicdn.com/cache/280x280/media/catalog/product/i/m/img118.u335.d20160928.t173403.975886.jpg,Âm nhạc,"Đá Hát Đi du ngoạn kiến trúc với Tạ Mỹ Dương, là sống với công trình ở khía cạnh nhân văn của chúng, chứ không chỉ là sự ngưỡng mộ thán phục về độ kỳ vĩ hay cái lạ lùng. Sự lãng mạn, sự mộng mơ, và n...",163500.0,15.5 x 23.5 cm,298.0,Tạ Mỹ Dương,,,,,Đá Hát,https://salt.tikicdn.com/cache/280x280/media/catalog/product/i/m/img118.u335.d20160928.t173403.975886.jpg,Âm nhạc,Tạ Mỹ Dương,"Đá Hát Đi du ngoạn kiến trúc với Tạ Mỹ Dương, là sống với công trình ở khía cạnh nhân văn của chúng, chứ không chỉ là sự ngưỡng mộ thán phục về độ kỳ vĩ hay cái lạ lùng. Sự lãng mạn, sự mộng mơ, và n...",163500.0,NXB Trẻ,2016-09-30 00:00:00,Bìa mềm,298.0,,15.5 x 23.5 cm,,
