,tên sách,ảnh bìa,thể loại,tác giả,nội dung tóm tắt,giá bìa,công ty phát hành,nhà xuất bản,ngày xuất bản,kích thước,loại bìa,số trang,dịch giả,path,phiên bản,thương hiệu,xuất xứ,xuất xứ thương hiệu, khối lượng, kích thước, mã sản phẩm, ngày phát hành, ngôn ngữ, nhà phát hành, nhà xuất bản, số trang, tác giả, định dạng, người dịch
22,Từ Điển Tiếng Việt Thông Dụng Dành Cho Học Sinh (Bìa Mềm Vàng),https://www.vinabook.com/images/thumbnails/product/240x/232129_p71517mimg018.jpg,Tiếng Việt,,"  Thông tin tác giả    Nhóm Việt Ngữ     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     - 30.000 mục từ thông dụng nhất- Giải thích nghĩa cặn kẽ, rõ ràng, dễ hiểu- Ví dụ minh họa cách sử dụng từ linh hoạt, phong phú- Kèm theo 32 trang từ điển bằng hình đặc sắcMời bạn đón đọc. ",80.000,,,,,,,,,,,,, 506.00 gam , 10 x 16 cm , 8935246907207 , 2016 , Tiếng Việt , Mcbooks , NXB Hồng Đức , 864 , Nhóm Việt Ngữ , Bìa mềm ,
23,"Từ Điển Thành Ngữ, Tục Ngữ, Ca Dao Việt Nam",https://www.vinabook.com/images/thumbnails/product/240x/213120_p68529mbt.jpg,Tiếng Việt,,"  Thông tin tác giả    Thanh Long 
                                                                                                                                            Thanh Long
                                                                   Vào trang riêng của tác giả   Xem tất cả các sách của tác giả       Tường Ngọc     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Từ Điển Thành Ngữ Tục Ngữ Ca Dao Việt Nam giúp cho các em học sinh, sinh viên hiểu được những gì quí giá của tiếng nói dân tộc, được truyền miệng từ đời này sang đời khác, qua hàng nghìn năm lịch sử.Mời bạn đón đọc. ",62.000,,,,,,,,,,,,, 352.00 gam , 10 x 18 cm , 8935092519364 , 12/2013 , Tiếng Việt , Khang Việt , NXB Đồng Nai , 576 ," Thanh Long , Tường Ngọc ", Bìa mềm ,
24,Từ Điển Tiếng Việt (Khoảng 370.000 Từ),https://www.vinabook.com/images/thumbnails/product/240x/213108_p68520mbt.jpg,Tiếng Việt,,  Thông tin tác giả    Khang Việt     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Từ Điển Tiếng Việt giúp việc tra cứu nghĩa và nội dung các từ dễ dàng hơn.Mời bạn đón đọc. ,99.000,,,,,,,,,,,,, 594.00 gam , 10 x 18 cm , 8935092538174 , 03/2016 , Tiếng Việt , Khang Việt , NXB Thanh Niên , 1008 , Khang Việt , Bìa mềm ,
25,Từ Điển Tiếng Việt (Khổ 10.5 x 15.5),https://www.vinabook.com/images/thumbnails/product/240x/269447_p68513mscan0001.jpg,Tiếng Việt,,"  Thông tin tác giả    Vĩnh Tường     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả       Thanh Long 
                                                                                                                                            Thanh Long
                                                                   Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Từ Điển Tiếng Việt giúp việc tra cứu nghĩa và nội dung các từ dễ dàng hơn.Mời bạn đón đọc. ",45.000,,,,,,,,,,,,, 308.00 gam , 10.5 x 15.5 cm , 8935092516981 , 06/2013 , Tiếng Việt , Khang Việt , Nxb Từ điển Bách khoa , 608 ," Vĩnh Tường , Thanh Long ", Bìa mềm ,
26,Từ Điển Thành Ngữ Và Tục Ngữ Việt Nam (Tái Bản 2015),https://www.vinabook.com/images/thumbnails/product/240x/197161_p66318mbt.jpg,Tiếng Việt,,"  Thông tin tác giả    Giáo sư Nguyễn Lân 
                                                                                                                                            Giáo sư Nguyễn Lân
                                                                   Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Trong thời kỳ kháng chiến trước đây, chúng tôi có dịp đưa sinh viên đi sơ tán về miều quê. Sau một thời gian chung sống với bà con nông dân, anh chị em đã rút ra được một kết luận là ngôn ngữ của bà con, nhất là của những cụ già, không phải là ""quê mùa"" như trước đây mọi người vẫn tưởng, mà trái lại, rất văn vẻ, có nhiều màu sắc, nhiều hình tượng. Chính là vì những câu chuyện hàng ngày, bà con thường dùng những thành nghĩa và tục ngữ là cái vốn vô cùng phong phú, vô cùng quí giá của tiếng nói dân tộc, được truyền miệng từ đời này sang đời khác, qua hàng nghìn năm lịch sử.Để có thể giúp cho thế hệ trẻ dùng được vốn từ ngữ trong văn học dân gian, quyển ''Từ Điển Thành Ngữ và Tục Ngữ'' này đã được biên soạn.Văn học dân gian gồm có các thành ngữ, tục ngữ, ca dao, phong dao",110.000,,,,,,,,,,,,, 462.00 gam , 13.5 x 20.5 cm , 8936067594645 , 24/10/2015 , Tiếng Việt , Minh Long , Nxb văn học , 530 , Giáo sư Nguyễn Lân , Bìa mềm ,
27,Từ Điển Tiếng Việt Dành Cho Học Sinh Tiểu Học (Khổ 9.5 x 13.5),https://www.vinabook.com/images/thumbnails/product/240x/241551_p68510m001.jpg,Tiếng Việt,,"  Thông tin tác giả    Ngọc Hằng     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả       Kim Anh 
                                                                                                                                            Kim Anh
                                                                   Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Từ Điển Tiếng Việt  Dành Cho Học Sinh Tiểu Học  giúp việc tra cứu nghĩa và nội dung các từ dễ dàng hơn.Mời bạn đón đọc. ",36.000,,,,,,,,,,,,, 242.00 gam , 9.5 x 13.5 cm , 8935092540559 , 09/2014 , Tiếng Việt , Khang Việt , Nxb Từ điển Bách khoa , 576 ," Ngọc Hằng , Kim Anh ", Bìa mềm ,
28,Từ Điển Chính Tả Tiếng Việt,https://www.vinabook.com/images/thumbnails/product/240x/213246_p68506mbt.jpg,Tiếng Việt,,"  Thông tin tác giả    Khang Việt     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Từ Điển Chính Tả Tiếng Việt giúp cho các bạn có thể tra cứu những từ đúng chính tả, tránh việc sử dụng từ sai, gồm nhiều từ vựng giúp bạn tra cứu dễ dàng Mời bạn đón đọc. ",62.000,,,,,,,,,,,,, 462.00 gam , 10 x 18 cm , 8935092514314 , 09/2011 , Tiếng Việt , Khang Việt , Nxb Từ điển Bách khoa , 800 , Khang Việt , Bìa mềm ,
29,Nguyễn Trãi Quốc Âm Từ Điển,https://www.vinabook.com/images/thumbnails/product/240x/332380_p86877mscan0001.jpg,Tiếng Việt,,"  Thông tin tác giả    Trần Trọng Dương     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Đại thi hào dân tộc Nguyễn Trãi (1380-1442), nhà tư tưởng, nhà chính trị lỗi lạc, danh nhân văn hóa thế giới. Người mở đường cho sự điêu luyện trác tuyệt của nghệ thuật ngôn từ thơ ca Việt Nam, ông đã kết hợp một cách nhuần nhuyễn giữa tư tưởng uyên áo của triết học phương Đông và lời ăn tiếng nói, tục ngữ phong đao của tiếng mẹ đẻ. Quốc âm thi tập là tập thơ Nôm được ông viết vào đầu thế kỷ thứ XV, là tập thơ Nôm cổ nhất, có giá trị nhất và có bản sắc dân tộc nhất. Tập thơ gồm 250 bài thơ thuần Việt đã trải qua bao thăng trầm lịch sử mà vẫn được sự trong sáng, khúc chiết, thâm trầm mà tha thiết chính là mốc son chói lọi đánh dấu sự phát triển vượt bậc của tiếng Việt nói riêng cũng như nền văn hiến Việt Nam nói chung.Để có thể thấu hiểu được toàn bộ những tinh hoa ngôn ngữ cũng như thẩm thấu được những cách dùng từ ngữ điêu luyện của Nguyễn Trãi. Xin trân trọng giới thiệu tới các độc giả yêu quý cuốn Nguyễn Trãi Quốc âm từ điển – cuốn sách sưu tập toàn bộ các từ ngữ, thành ngữ, điển cố",199.000,,,,,,,,,,,,, 902.00 gam , 16 x 24 cm , 8936107810674 , 06/2018 , Tiếng Việt , Tri Thức Trẻ , Nxb văn học , 576 , Trần Trọng Dương , Bìa mềm ,
30,Từ Điển - Sách Công Cụ Chữ Hán Của Việt Nam Và Trung Quốc,https://www.vinabook.com/images/thumbnails/product/240x/333427_p86987mscan0001.jpg,Tiếng Việt,,"  Thông tin tác giả    Trần Văn Chánh 
                                                                                                                                            Trần Văn Chánh
                                                                   Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Sách sẽ điểm qua hầu như tất cả những bộ từ điển – từ điển Hán Việt đã xuất hiện ở Việt Nam từ khởi thủy cho đến hiện tại, khởi đầu từ những công trình tiên phong có trước cả hai bộ Hán Việt từ điển của Đào Duy Anh (1932) và Hán Việt tự điển của Thiền Chửu (1942); rồi lần lượt giới thiệu sơ lược theo thứ tự thời gian xuất hiện sau đó hầu hết những bộ tự điển – từ điển Hán Việt tiêu biểu đã ghi nhận được, kể từ bộ Từ điển Trung Việt của Văn Tân trở đi.Mục đích là để giúp cho người đọc có được cái nhìn tổng quan về lịch sử phát triển của tự điển – từ điển Hán Việt tại Việt Nam, đồng thời biết được trong kho tự điển – từ điển Hán Việt đã có được những công trình gì, đặc điểm ra sao, như một cách hướng dẫn để trang bị công cụ học tập, tra cứu chữ Hán khi cần.Mời bạn đón đọc. ",105.000,,,,,,,,,,,,, 330.00 gam , 14.5 x 20.5 cm , 9786045882856 , 03/2019 , Tiếng Việt , NXBTH TPHCM , Nxb Tổng hợp TP.HCM , 312 , Trần Văn Chánh , Bìa mềm ,
31,Từ Điển Tiếng Việt Của GS. Nguyễn Lân - Phê Bình Và Khảo Cứu,https://www.vinabook.com/images/thumbnails/product/240x/318836_p85078mtudientiengviet.jpg,Tiếng Việt,,"  Thông tin tác giả    Hoàng Tuấn Công     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Từ cuối năm 2013, trên trang Blog Tuấn Công Thư Phòng, Hoàng Tuấn Công đã bắt đầu công bố những bài viết chỉ ra những sai sót trong các tác phẩm của giáo sư Nguyễn Lân. Những bài viết này gây ra nhiều luồng dư luận khác nhau trong giới chuyên môn và cả trong độc giả. Có những người bất bình bở giáo sư Nguyễn Lân là môt tên tuổi lớn có nhiều đóng góp cho giáo dục Việt Nam, trong khi Hoàng Tuấn Công là môt nhà nghiên cứu trẻ chưa được nhiều độc giả biết tới.Gs. Nguyễn Lân đã dành toàn bộ cuôc đời mình từ sau khi về hưu để biên soạn từ điển và nghiên cứu nhằm gìn giữ phát triển tiếng Việt. Tuy nhiên một số tác phẩm Từ điển do ông biên soạn có nhiều nhà nghiên cứu chỉ ra những sai sót. Hoàng Tuấn Công không phải là người đầu tiên viết về những sai sót này, nhưng có lẽ sẽ là người cuối cùng căn bản khép lại những vấn đề đã keo dài hàng chục năm qua với nhiều tranh cãi.Từ Điển Tiếng Việt Của GS. Nguyễn Lân - Phê Bình Và Khảo Cứu là những phê bình và khảo cứu về việc giải nghĩa tiếng Việt, gồm có 5 phần:- Phần 1: Phê bình, khảo cứu “Từ điển thành ngữ và tục ngữ Việt Nam”- Phần 2: Phê bình, khảo cứu “Từ điển từ và ngữ Hán Việt”, chỉ ra những sai sót khi giải nghĩa từ ngữ Hán Việt, yếu tố Hán Việt (chưa từng được công bố trên Blog Tuấn Công thư phòng)- Phần 3: Phê bình, khảo cứu “Từ điển từ và ngữ Việt Nam”- Phần 4: Chính tả trong từ điển tiếng Việt của Gs. Nguyễn Lân; chỉ ra những lỗi chính tả do phát âm sai, x và s, ch và tr",290.000,,,,,,,,,,,,, 990.00 gam , 16 x 24 cm , 8932000130215 , 07/2018 , Tiếng Việt , Phương Nam , Nxb Hội Nhà Văn , 656 , Hoàng Tuấn Công , Bìa mềm ,
32,Từ Điển Chính Tả Tiếng Việt,https://www.vinabook.com/images/thumbnails/product/240x/282821_p78407mscan0001.jpg,Tiếng Việt,,"  Thông tin tác giả    Hà Thị Quế Hương     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả       Hà Quang Năng     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Chính tả là chuẩn mực hóa ngôn ngữ về mặt văn tự. Đây là một thuật ngữ Hán Việt dịch ra là viết đúng. Muốn viết đúng người viết phải hiểu các quy ước của chính văn tự đang dùng nhưng cũng phải nắm được đặc điểm của các khu vực chức năng mà phương tiện đang hoạt động. Đối với tiếng Việt, điều này có nghĩa là phải có hiểu biết nhất định về đặc điểm chữ viết, đặc điểm âm thanh và đặc điểm phân tầng chức năng của tiếng Việt. Tiếng Việt là ngôn ngữ thống nhất. Chính tả tiếng Việt căn bản là một chính tả thống nhất. Tuy nhiên, do tiếng Việt có nhiều phương ngữ, thổ ngữ, nên bên cạnh tính thống nhất là chủ đạo, nó cũng có những nét dị biệt khá rõ ràng trong cách phát âm, cách sử dụng từ ngữ giữa các vùng miền khác nhau. Sự khác biệt về cách phát âm đã tạo ra ấn tượng mạnh mẽ về sự tồn tại trong thực tế ba vùng phương ngữ khác nhau: phương ngữ Bắc Bộ, phương ngữ Trung Bộ và phương ngữ Nam Bộ. Mỗi vùng phương ngữ có những đặc điểm phát âm tiếng Việt khác nhau đã tạo nên ba giọng nói khác nhau: giọng miền Bắc, giọng miền Trung và giọng miền Nam. Chẳng hạn, đặc điểm nổi bật của phương ngữ Bắc Bộ là sự phát âm không phân biệt các từ có phụ âm đầu là s và x (sương - xương), tr và ch (trồng - chồng), gi với d/r (gia đình - da thịt - ra đi), phát âm lẫn lộn các phụ âm l và n (lợn - nợn, nón - lón). Đặc điểm của phương ngữ Trung Bộ và Nam Bộ là không phân biệt thanh hỏi và thanh ngã, không phân biệt các âm tiết có âm cuối là n và ng (bàn - bàng), ch và t (kịch - kịt), t và c (mặt - mặc), nh và n (canh - căn), các từ có âm đầu là d và v (dề - về), các từ có vần ai và ay (tai - tay), v.v",185.000,,,,,,,,,,,,, 1056.00 gam , 14.5 x 20.5 cm , 8936067598421 , 12/2017 , Tiếng Việt , Minh Long , Nxb Đại học Quốc gia Hà Nội , 720 ," Hà Thị Quế Hương , Hà Quang Năng ", Bìa cứng ,
